"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"934273","occ","","","107512","Eocetus wardii","species","63151","recombined as","Pachycetus wardii","species","63151","Bartonian","","41.2","37.71","35783","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"945480","occ","","","75638","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","36264","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"945500","occ","27399","","61249","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.2","37.71","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"945773","occ","32584","","28983","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","8335","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"959444","occ","33870","","96686","Basilosaurus cf. isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","63035","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"959445","occ","33871","","96686","Dorudon cf. atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","63035","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"959446","occ","","","96688","Basilosaurus sp.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","36627","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"959447","occ","","","96688","Dorudon sp.","genus","36709","","Dorudon","genus","36709","Priabonian","","37.71","33.9","36627","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"967023","occ","40197","","114208","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1006777","occ","","","122718","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","36198","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1006797","occ","","","122725","n. gen. Chrysocetus n. sp. healyorum","species","57337","","Chrysocetus healyorum","species","57337","Priabonian","","37.71","33.9","10468","Chordata","Mammalia","Cetacea","Basilosauridae","Chrysocetus","106"
"1006800","occ","","","72046","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","14111","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1012334","occ","26389","","42641","Basiloterus ? hussaini","species","53165","","Basiloterus hussaini","species","53165","Bartonian","","41.2","37.71","6010","Chordata","Mammalia","Cetacea","Basilosauridae","Basiloterus","107"
"1012463","occ","","","32925","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","12025","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1013132","occ","","","123919","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","39903","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1018274","occ","","","45723","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","40308","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1018594","occ","","","124707","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","8335","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1018595","occ","30889","","27508","Dorudon serratus","species","53155","","Dorudon serratus","species","53155","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1018611","occ","","","124710","Dorudontinae indet.","subfamily","53109","invalid subgroup of","Basilosauridae","family","42936","Bortonian","Kaiatan","42.6","36.7","40348","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1019469","occ","32025","","124815","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","12845","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1021009","occ","","","124990","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021011","occ","","","124991","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021012","occ","","","124992","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021013","occ","","","124993","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021014","occ","","","124994","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021015","occ","","","124995","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021016","occ","","","124996","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021017","occ","","","124997","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021018","occ","","","124998","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021019","occ","","","124999","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021020","occ","","","125000","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021021","occ","","","125001","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021022","occ","","","125002","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021023","occ","","","125003","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021024","occ","","","125004","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021026","occ","","","125005","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021034","occ","","","125006","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021036","occ","","","125008","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021040","occ","","","125010","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021041","occ","","","125013","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021042","occ","","","125014","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Bartonian","Priabonian","41.2","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","37"
"1021045","occ","","","125015","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021046","occ","","","125016","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021047","occ","","","125017","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021050","occ","","","125019","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021051","occ","","","125020","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021052","occ","","","125021","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021053","occ","","","125022","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021055","occ","","","125023","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021057","occ","","","125025","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021058","occ","","","125026","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1021061","occ","","","125028","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","10457","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1034770","occ","40189","","123876","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1065656","occ","","","131804","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1066203","occ","","","131832","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1066557","occ","","","131909","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1066558","occ","","","131910","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1066560","occ","","","131912","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Eocene","","56","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1066561","occ","","","131913","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Eocene","","56","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","37"
"1066562","occ","","","131914","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1069242","occ","40198","","132383","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1069243","occ","40199","","132385","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1069245","occ","40200","","132386","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1069248","occ","40201","","132389","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1069250","occ","40193","","132391","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Eocene","","56","33.9","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1069252","occ","40202","","132393","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1069864","occ","","","132552","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070094","occ","","","132611","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070340","occ","","","41822","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.2","37.71","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"1070344","occ","","","132660","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","61712","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070348","occ","35775","","60451","Dorudon serratus","species","53155","","Dorudon serratus","species","53155","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1070352","occ","","","132664","Eocetus wardii","species","63151","recombined as","Pachycetus wardii","species","63151","Bartonian","","41.2","37.71","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1070356","occ","","","132666","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070358","occ","","","5386","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.2","37.71","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"1070359","occ","","","132667","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070473","occ","","","132701","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Eocene","","56","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1070474","occ","","","132702","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070483","occ","","","122725","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070486","occ","","","132705","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Eocene","","56","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1070492","occ","","","132660","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070864","occ","","","132817","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1070875","occ","","","132820","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070880","occ","","","132822","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070881","occ","","","132823","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070882","occ","","","132824","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070883","occ","","","84058","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","42766","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070886","occ","","","132825","Zeuglodon sp.","genus","53152","objective synonym of","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","12023","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070926","occ","","","132843","Zygorhiza sp.","genus","36872","","Zygorhiza","genus","36872","Priabonian","","37.71","33.9","12023","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1070927","occ","","","132844","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","12023","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1070928","occ","","","89613","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1071631","occ","","","133023","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Eocene","","56","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1071632","occ","","","133024","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1072281","occ","","","32908","Basilosaurus sp.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","14111","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1072282","occ","27397","","32908","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","42488","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1081688","occ","","","55869","Zygorhiza kochii","species","53292","","Zygorhiza kochii","species","63069","Priabonian","","37.71","33.9","15087","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1081816","occ","","","135787","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","15087","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1092942","occ","","","137568","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","43835","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1093634","occ","40194","","137757","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Lutetian","Bartonian","47.8","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","37"
"1098301","occ","38944","","138667","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","78392","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1107491","occ","","","96952","Masracetus sp.","genus","118888","","Masracetus","genus","118888","Priabonian","","37.71","33.9","45231","Chordata","Mammalia","Cetacea","Basilosauridae","Masracetus","106"
"1112648","occ","","","45626","Basilotritus sp.","genus","263252","subjective synonym of","Pachycetus","genus","36789","Bartonian","","41.2","37.71","45798","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1112649","occ","40203","","132381","Pachycetus paulsoni","species","36789","species not entered","Pachycetus","genus","36789","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1112650","occ","","","132393","n. gen. Basilotritus n. sp. uheni","species","263253","subjective synonym of","Pachycetus paulsonii","species","63087","Bartonian","","41.2","37.71","45798","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1112651","occ","37475","","141002","Platyosphys sp.","genus","36815","subjective synonym of","Pachycetus","genus","36789","Bartonian","","41.2","37.71","61627","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1145945","occ","","","53666","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Lutetian","Bartonian","47.8","37.71","47181","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1190803","occ","","","153755","Masracetus markgrafi","species","118889","","Masracetus markgrafi","species","118889","Priabonian","","37.71","33.9","49811","Chordata","Mammalia","Cetacea","Basilosauridae","Masracetus","106"
"1217426","occ","","","159106","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217427","occ","","","159106","cf. Stromerius sp.","genus","118886","","Stromerius","genus","118886","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Stromerius","106"
"1217431","occ","","","159110","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1217432","occ","","","159111","cf. Dorudon sp.","genus","36709","","Dorudon","genus","36709","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217433","occ","","","159112","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217434","occ","","","159112","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1217435","occ","","","159113","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217436","occ","","","159113","cf. Saghacetus sp.","genus","36844","","Saghacetus","genus","36844","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Saghacetus","106"
"1217437","occ","","","159114","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217438","occ","","","159114","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1217439","occ","","","159115","cf. Stromerius sp.","genus","118886","","Stromerius","genus","118886","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Stromerius","106"
"1217440","occ","","","159115","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1217441","occ","","","159115","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","52063","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1234452","occ","35779","","162500","Basilosauridae ? indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","61627","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1234455","occ","","","162502","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Kaiatan","Runangan","39.1","34.6","52924","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1266897","occ","","","168386","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Bartonian","","41.2","37.71","55107","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"1309502","occ","","","175726","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","45230","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1309639","occ","","","175734","Chrysocetus n. sp. fouadassii","species","334113","","Chrysocetus fouadassii","species","334113","Bartonian","","41.2","37.71","57556","Chordata","Mammalia","Cetacea","Basilosauridae","Chrysocetus","107"
"1309640","occ","","","175734","Platyosphys n. sp. aithai","species","334116","","Platyosphys aithai","species","334116","Bartonian","","41.2","37.71","57556","Chordata","Mammalia","Cetacea","Basilosauridae","Antaecetus","107"
"1331957","occ","","","179418","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","59413","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1331958","occ","","","100411","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","59413","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1353586","occ","","","183530","Basilosaurus sp.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","60839","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1359317","occ","","","184754","Zygorhiza sp.","genus","36872","","Zygorhiza","genus","36872","Priabonian","","37.71","33.9","61794","Chordata","Mammalia","Cetacea","Basilosauridae","Zygorhiza","106"
"1413673","occ","40188","","32915","Pachycetus paulsonii","species","422523","","Pachycetus paulsonii","species","63087","Bartonian","","41.2","37.71","82775","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","107"
"1429048","occ","","","198761","Basilosaurus isis","species","53287","","Basilosaurus isis","species","62984","Priabonian","","37.71","33.9","12588","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1429049","occ","","","198761","Dorudon atrox","species","53288","","Dorudon atrox","species","62994","Priabonian","","37.71","33.9","12588","Chordata","Mammalia","Cetacea","Basilosauridae","Dorudon","106"
"1434586","occ","","","200127","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Ypresian","Bartonian","56","37.71","47926","Chordata","Mammalia","Cetacea","Basilosauridae","","37"
"1447886","occ","","","202045","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","61712","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1467316","occ","","","204941","Basilosaurus cetoides","species","53153","","Basilosaurus cetoides","species","63132","Priabonian","","37.71","33.9","8335","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1476484","occ","","","206018","Chrysocetus indet.","genus","57336","","Chrysocetus","genus","57336","Priabonian","","37.71","33.9","70668","Chordata","Mammalia","Cetacea","Basilosauridae","Chrysocetus","106"
"1476485","occ","","","206018","Platyosphys indet.","genus","36815","subjective synonym of","Pachycetus","genus","36789","Priabonian","","37.71","33.9","70668","Chordata","Mammalia","Cetacea","Basilosauridae","Pachycetus","106"
"1476486","occ","","","206018","Basilosaurus indet.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","70668","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1476496","occ","","","206020","Basilosaurus sp.","genus","36681","","Basilosaurus","genus","36681","Priabonian","","37.71","33.9","70669","Chordata","Mammalia","Cetacea","Basilosauridae","Basilosaurus","106"
"1481711","occ","","","206340","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","38527","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
"1484840","occ","","","206558","n. gen. Sulaimanitherium n. sp. dhanotri","species","399483","nomen dubium","Basilosauridae","family","42936","Bartonian","","41.2","37.71","70997","Chordata","Mammalia","Cetacea","Basilosauridae","","107"
"1487018","occ","","","206945","Basilosauridae indet.","family","42936","","Basilosauridae","family","42936","Priabonian","","37.71","33.9","71195","Chordata","Mammalia","Cetacea","Basilosauridae","","106"
