"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cx_int_no" 
"207579","occ","","","23092","Michelinoceras beltrami","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6644","29"
"207641","occ","","","23094","Dawsonoceras sp.","genus","12489","","Dawsonoceras","genus","12489","Sheinwoodian","","433.4","430.5","6632","188"
"209008","occ","","","23193","Leurocycloceras imbricatum","species","12531","species not entered","Leurocycloceras","genus","12531","Ludfordian","","425.6","423","6658","184"
"210363","occ","","","23254","Neosichuanoceras sp.","genus","12553","","Neosichuanoceras","genus","12553","Telychian","","438.5","433.4","6683","189"
"210364","occ","","","23254","Sichuanoceras sp.","genus","154267","","Sichuanoceras","genus","154267","Telychian","","438.5","433.4","6683","189"
"210388","occ","","","23253","Sichuanoceras sp.","genus","154267","","Sichuanoceras","genus","154267","Telychian","","438.5","433.4","6683","189"
"210414","occ","","","23251","Kionoceras sp.","genus","12529","","Kionoceras","genus","12529","Telychian","","438.5","433.4","6683","189"
"210416","occ","","","23251","Sichuanoceras sp.","genus","154267","","Sichuanoceras","genus","154267","Telychian","","438.5","433.4","6683","189"
"210427","occ","","","23250","Sichuanoceras sp.","genus","154267","","Sichuanoceras","genus","154267","Telychian","","438.5","433.4","6683","189"
"237190","occ","","","23689","Kionoceras sp.","genus","12529","","Kionoceras","genus","12529","Blackriveran","","457","449.8","6752","29"
"237220","occ","","","23690","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"237221","occ","","","23690","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"237222","occ","","","23690","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"237226","occ","","","23690","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"237227","occ","","","23690","Metaspyroceras ? nicolleti","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"237231","occ","","","23690","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"237286","occ","","","23691","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","Rocklandian","457","449.8","6752","29"
"237287","occ","","","23691","Tripteroceras oweni","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","Rocklandian","457","449.8","6752","29"
"237288","occ","","","23691","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","Rocklandian","457","449.8","6752","29"
"237289","occ","","","23691","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","Rocklandian","457","449.8","6752","29"
"237290","occ","","","23691","Allumettoceras cf. carletonense","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","Rocklandian","457","449.8","6752","29"
"237294","occ","","","23691","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","Rocklandian","457","449.8","6752","29"
"237295","occ","","","23691","Metaspyroceras ? nicolleti","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","Rocklandian","457","449.8","6752","29"
"237299","occ","","","23691","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","Rocklandian","457","449.8","6752","29"
"237301","occ","","","23691","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","Rocklandian","457","449.8","6752","29"
"237303","occ","","","23691","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","Rocklandian","457","449.8","6752","29"
"237304","occ","","","23691","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Blackriveran","Rocklandian","457","449.8","6752","29"
"237305","occ","","","23691","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","Rocklandian","457","449.8","6752","29"
"237787","occ","","","23708","Anaspyroceras anellus","species","12450","species not entered","Anaspyroceras","genus","12450","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237788","occ","","","23708","Metaspyroceras perlineatum","species","12540","species not entered","Metaspyroceras","genus","12540","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237789","occ","","","23708","Metaspyroceras clarkei","species","12540","species not entered","Metaspyroceras","genus","12540","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237790","occ","","","23708","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237791","occ","","","23708","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237792","occ","","","23708","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237793","occ","","","23708","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237794","occ","","","23708","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"237835","occ","","","23711","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"237838","occ","","","23711","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"237839","occ","","","23711","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"237840","occ","","","23711","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"237841","occ","","","23711","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"237842","occ","","","23711","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"237843","occ","","","23711","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"237844","occ","","","23711","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"237882","occ","","","23717","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"237885","occ","","","23717","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"237887","occ","","","23717","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"237888","occ","","","23717","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"237889","occ","","","23717","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"237890","occ","","","23717","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"237891","occ","","","23717","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"237924","occ","","","23724","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Edenian","","451.1","450.4","6752","1008"
"237925","occ","","","23724","Ephippiorthoceras sp.","genus","12499","","Ephippiorthoceras","genus","12499","Edenian","","451.1","450.4","6752","1008"
"237951","occ","","","23730","Orthoceras sp.","genus","12557","","Orthoceras","genus","12557","Ludlow","","427.4","423","6753","60"
"237994","occ","","","23738","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Edenian","","451.1","450.4","6752","1008"
"238018","occ","","","23741","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238019","occ","","","23741","Anaspyroceras calvini","species","12450","species not entered","Anaspyroceras","genus","12450","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238020","occ","","","23741","Anaspyroceras clermontense","species","12450","species not entered","Anaspyroceras","genus","12450","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238021","occ","","","23741","Anaspyroceras perroti","species","12450","species not entered","Anaspyroceras","genus","12450","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238022","occ","","","23741","Ephippiorthoceras laddi","species","12499","species not entered","Ephippiorthoceras","genus","12499","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238023","occ","","","23741","Ephippiorthoceras tenuistriatum","species","12499","species not entered","Ephippiorthoceras","genus","12499","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238025","occ","","","23741","Isorthoceras sociale","species","291796","","Isorthoceras sociale","species","291795","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238026","occ","","","23741","Kionoceras postvillense","species","12529","species not entered","Kionoceras","genus","12529","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238027","occ","","","23741","Kionoceras tenuitectum","species","12529","species not entered","Kionoceras","genus","12529","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238028","occ","","","23741","Kionoceras thomasi","species","12529","species not entered","Kionoceras","genus","12529","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238029","occ","","","23741","Polygrammoceras sp.","genus","12576","","Polygrammoceras","genus","12576","Edenian","Maysvillian","451.1","449.8","6752","1008"
"238046","occ","","","23744","Anaspyroceras calvini","species","12450","species not entered","Anaspyroceras","genus","12450","Maysvillian","","450.4","449.8","6752","1008"
"238047","occ","","","23744","Anaspyroceras clermontense","species","12450","species not entered","Anaspyroceras","genus","12450","Maysvillian","","450.4","449.8","6752","1008"
"238048","occ","","","23744","Anaspyroceras perroti","species","12450","species not entered","Anaspyroceras","genus","12450","Maysvillian","","450.4","449.8","6752","1008"
"238049","occ","","","23744","Ephippiorthoceras laddi","species","12499","species not entered","Ephippiorthoceras","genus","12499","Maysvillian","","450.4","449.8","6752","1008"
"238051","occ","","","23744","Isorthoceras sociale","species","291796","","Isorthoceras sociale","species","291795","Maysvillian","","450.4","449.8","6752","1008"
"238052","occ","","","23744","Kionoceras postvillense","species","12529","species not entered","Kionoceras","genus","12529","Maysvillian","","450.4","449.8","6752","1008"
"238053","occ","","","23744","Polygrammoceras sp.","genus","12576","","Polygrammoceras","genus","12576","Maysvillian","","450.4","449.8","6752","1008"
"238095","occ","","","23750","Kionoceras sp.","genus","12529","","Kionoceras","genus","12529","Blackriveran","","457","449.8","6752","29"
"238136","occ","","","23752","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238137","occ","","","23752","Metaspyroceras ? nicolleti","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238139","occ","","","23752","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238140","occ","","","23752","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","","457","449.8","6752","29"
"238180","occ","","","23753","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238181","occ","","","23753","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238182","occ","","","23753","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238186","occ","","","23753","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238187","occ","","","23753","Metaspyroceras ? nicolleti","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238192","occ","","","23753","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238193","occ","","","23753","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238194","occ","","","23753","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Blackriveran","","457","449.8","6752","29"
"238195","occ","","","23753","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","","457","449.8","6752","29"
"238245","occ","","","23756","Tripteroceras cf. oweni","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238246","occ","","","23756","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238247","occ","","","23756","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238248","occ","","","23756","Allumettoceras cf. carletonense","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238252","occ","","","23756","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238253","occ","","","23756","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238255","occ","","","23756","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238256","occ","","","23756","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238257","occ","","","23756","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Blackriveran","","457","449.8","6752","29"
"238258","occ","","","23756","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","","457","449.8","6752","29"
"238307","occ","","","23757","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238308","occ","","","23757","Tripteroceras oweni","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238309","occ","","","23757","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238310","occ","","","23757","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238311","occ","","","23757","Allumettoceras cf. carletonense","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238316","occ","","","23757","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238317","occ","","","23757","Metaspyroceras ? nicolleti","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238321","occ","","","23757","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238322","occ","","","23757","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238323","occ","","","23757","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Blackriveran","","457","449.8","6752","29"
"238324","occ","","","23757","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","","457","449.8","6752","29"
"238372","occ","","","23758","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238373","occ","","","23758","Tripteroceras oweni","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238374","occ","","","23758","Tripteroceras scofieldi","species","13117","species not entered","Tripteroceras","genus","13117","Blackriveran","","457","449.8","6752","29"
"238385","occ","","","23758","Allumettoceras planodorsatum","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238386","occ","","","23758","Allumettoceras cf. carletonense","species","12449","species not entered","Allumettoceras","genus","12449","Blackriveran","","457","449.8","6752","29"
"238390","occ","","","23758","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238391","occ","","","23758","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","","457","449.8","6752","29"
"238394","occ","","","23758","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238395","occ","","","23758","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","","457","449.8","6752","29"
"238396","occ","","","23758","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Blackriveran","","457","449.8","6752","29"
"238397","occ","","","23758","Gorbyoceras sp.","genus","12513","","Gorbyoceras","genus","12513","Blackriveran","","457","449.8","6752","29"
"238424","occ","","","23761","Metaspyroceras minneapolis","species","12540","species not entered","Metaspyroceras","genus","12540","Blackriveran","Rocklandian","457","449.8","6752","29"
"238427","occ","","","23761","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Blackriveran","Rocklandian","457","449.8","6752","29"
"238428","occ","","","23761","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Blackriveran","Rocklandian","457","449.8","6752","29"
"238435","occ","","","23762","Anaspyroceras anellus","species","12450","species not entered","Anaspyroceras","genus","12450","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238436","occ","","","23762","Metaspyroceras perlineatum","species","12540","species not entered","Metaspyroceras","genus","12540","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238437","occ","","","23762","Metaspyroceras clarkei","species","12540","species not entered","Metaspyroceras","genus","12540","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238438","occ","","","23762","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238439","occ","","","23762","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238440","occ","","","23762","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Rocklandian","Kirkfieldian","457","449.8","6752","29"
"238447","occ","","","23766","Anaspyroceras anellus","species","12450","species not entered","Anaspyroceras","genus","12450","Kirkfieldian","","457","449.8","6752","29"
"238448","occ","","","23766","Metaspyroceras perlineatum","species","12540","species not entered","Metaspyroceras","genus","12540","Kirkfieldian","","457","449.8","6752","29"
"238449","occ","","","23766","Metaspyroceras clarkei","species","12540","species not entered","Metaspyroceras","genus","12540","Kirkfieldian","","457","449.8","6752","29"
"238450","occ","","","23766","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Kirkfieldian","","457","449.8","6752","29"
"238451","occ","","","23766","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Kirkfieldian","","457","449.8","6752","29"
"238452","occ","","","23766","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Kirkfieldian","","457","449.8","6752","29"
"238453","occ","","","23766","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Kirkfieldian","","457","449.8","6752","29"
"238457","occ","","","23767","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Kirkfieldian","","457","449.8","6752","29"
"238458","occ","","","23767","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Kirkfieldian","","457","449.8","6752","29"
"238459","occ","","","23767","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Kirkfieldian","","457","449.8","6752","29"
"238511","occ","","","23768","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238512","occ","","","23768","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238513","occ","","","23768","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238514","occ","","","23768","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238546","occ","","","23769","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238547","occ","","","23769","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238548","occ","","","23769","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238549","occ","","","23769","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238589","occ","","","23770","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238591","occ","","","23770","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238592","occ","","","23770","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238593","occ","","","23770","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238594","occ","","","23770","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238604","occ","","","23771","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238607","occ","","","23771","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"238608","occ","","","23771","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"238609","occ","","","23771","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238610","occ","","","23771","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238611","occ","","","23771","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238612","occ","","","23771","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238665","occ","","","23773","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238668","occ","","","23773","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"238669","occ","","","23773","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"238670","occ","","","23773","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238671","occ","","","23773","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238672","occ","","","23773","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238673","occ","","","23773","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238674","occ","","","23773","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238716","occ","","","23775","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238719","occ","","","23775","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"238720","occ","","","23775","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"238721","occ","","","23775","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238722","occ","","","23775","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238723","occ","","","23775","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238724","occ","","","23775","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238725","occ","","","23775","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238735","occ","","","23776","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238738","occ","","","23776","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"238739","occ","","","23776","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"238740","occ","","","23776","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238741","occ","","","23776","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238742","occ","","","23776","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238743","occ","","","23776","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238744","occ","","","23776","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238756","occ","","","23777","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Shermanian","","457","449.8","6752","29"
"238759","occ","","","23777","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Shermanian","","457","449.8","6752","29"
"238760","occ","","","23777","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Shermanian","","457","449.8","6752","29"
"238761","occ","","","23777","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238762","occ","","","23777","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Shermanian","","457","449.8","6752","29"
"238763","occ","","","23777","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Shermanian","","457","449.8","6752","29"
"238764","occ","","","23777","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Shermanian","","457","449.8","6752","29"
"238765","occ","","","23777","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Shermanian","","457","449.8","6752","29"
"238779","occ","","","23778","Tripteroceras planoconvexum","species","13117","species not entered","Tripteroceras","genus","13117","Edenian","","451.1","450.4","6752","1008"
"238782","occ","","","23778","Metaspyroceras ? wisconsinense","species","12540","species not entered","Metaspyroceras","genus","12540","Edenian","","451.1","450.4","6752","1008"
"238783","occ","","","23778","Polygrammoceras prestonense","species","12576","species not entered","Polygrammoceras","genus","12576","Edenian","","451.1","450.4","6752","1008"
"238784","occ","","","23778","Michelinoceras multicameratum","species","12542","species not entered","Michelinoceras","genus","12542","Edenian","","451.1","450.4","6752","1008"
"238785","occ","","","23778","Michelinoceras sp.","genus","12542","","Michelinoceras","genus","12542","Edenian","","451.1","450.4","6752","1008"
"238786","occ","","","23778","Orthoceras beltrami","species","12557","species not entered","Orthoceras","genus","12557","Edenian","","451.1","450.4","6752","1008"
"238787","occ","","","23778","Orthoceras junceum","species","173873","recombined as","Isorthoceras junceum","species","173873","Edenian","","451.1","450.4","6752","1008"
"238788","occ","","","23778","Ephippiorthoceras sp.","genus","12499","","Ephippiorthoceras","genus","12499","Edenian","","451.1","450.4","6752","1008"
"238803","occ","","","23779","Kionoceras decorahense","species","146442","","Kionoceras decorahense","species","146442","Edenian","","451.1","450.4","6752","1008"
"238804","occ","","","23779","Ephippiorthoceras sp.","genus","12499","","Ephippiorthoceras","genus","12499","Edenian","","451.1","450.4","6752","1008"
