"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"1542471","occ","","","217024","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Kasimovian","","307","303.7","75182","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","50"
"1542730","occ","","","217070","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Virgilian","","303.7","298.9","75261","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","49"
"1547208","occ","","","218214","Chinlea sorenseni","species","249590","","Chinlea sorenseni","species","249590","Rhaetian","","205.7","201.4","75695","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","135"
"1552282","occ","","","132650","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Late Jurassic","","161.5","143.1","75990","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1552287","occ","","","136382","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Jurassic","","161.5","143.1","75991","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1552302","occ","","","136933","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Jurassic","","161.5","143.1","75991","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1552307","occ","","","151878","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Jurassic","","161.5","143.1","75991","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1552311","occ","","","211643","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Jurassic","","161.5","143.1","75991","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1552316","occ","","","94032","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Jurassic","","161.5","143.1","75991","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1555171","occ","","","219394","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Kimmeridgian","Tithonian","154.8","143.1","79969","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1559779","occ","","","61620","Axelrodichthys n. sp. megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Early Campanian","","83.6","72.2","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","113"
"1559783","occ","","","220133","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Early Campanian","","83.6","72.2","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","113"
"1559801","occ","","","220117","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Early Campanian","","83.6","72.2","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","113"
"1559805","occ","","","28454","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Late Campanian","","83.6","72.2","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","113"
"1559807","occ","38400","","220134","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Late Campanian","","83.6","72.2","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","113"
"1559832","occ","","","48850","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Early Maastrichtian","","72.2","66","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","112"
"1559833","occ","","","48870","Axelrodichthys megadromos","species","437457","","Axelrodichthys megadromos","species","437457","Late Campanian","Early Maastrichtian","83.6","66","76814","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","39"
"1564301","occ","","","220879","Coelacanthus n. sp. africanus","species","34911","species not entered","Coelacanthus","genus","34911","Late Triassic","","237","201.4","77206","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","44"
"1565395","occ","","","190915","Rabdiolepis longicaudatus","species","439528","recombined as","Diplurus longicaudatus","species","320875","Norian","","227.3","205.7","77283","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1565548","occ","","","221052","Coelacanthiformes indet.","order","80820","","Coelacanthiformes","order","80820","Late Campanian","Early Maastrichtian","83.6","66","77306","Chordata","Coelacanthimorpha","Coelacanthiformes","","","39"
"1566510","occ","","","221233","n. gen. Macropomoides n. sp. orientalis","species","320908","","Macropomoides orientalis","species","320908","Late Cenomanian","","100.5","93.9","77432","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Macropomoides","117"
"1581525","occ","","","223410","Heptanema cf. paradoxum","species","285729","","Heptanema paradoxum","species","285729","Longobardian","","239.48","237","78595","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Heptanema","138"
"1583666","occ","","","211753","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Spathian","","248.1","246.7","78766","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","652"
"1584329","occ","","","24521","Coccoderma suevicum","species","446297","","Coccoderma suevicum","species","446297","Tithonian","","149.2","143.1","78651","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","Laugiidae","Coccoderma","124"
"1586088","occ","","","107421","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1586093","occ","","","190915","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1586102","occ","","","224079","Diplurus longicaudatus","species","320875","","Diplurus longicaudatus","species","320875","Hettangian","","201.4","199.5","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","134"
"1586108","occ","","","47198","Diplurus longicaudatus","species","320875","","Diplurus longicaudatus","species","320875","Hettangian","","201.4","199.5","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","134"
"1586113","occ","","","224081","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Hettangian","","201.4","199.5","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","134"
"1586115","occ","","","224082","Diplurus longicaudatus","species","320875","","Diplurus longicaudatus","species","320875","Hettangian","","201.4","199.5","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","134"
"1587619","occ","","","213192","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Kimmeridgian","Tithonian","154.8","143.1","79969","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1587621","occ","","","83729","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Kimmeridgian","Tithonian","154.8","143.1","79969","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1587622","occ","","","83735","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Kimmeridgian","Tithonian","154.8","143.1","79969","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","41"
"1588631","occ","","","224512","Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Cenomanian","","100.5","93.9","80641","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","117"
"1597139","occ","","","225777","Miguashaia grossi","species","250035","","Miguashaia grossi","species","250035","Late Givetian","","383.4","382.31","61835","Chordata","Coelacanthimorpha","Coelacanthiformes","Miguashaiidae","Miguashaia","179"
"1599901","occ","","","197071","Coelacanthiformes indet.","order","80820","","Coelacanthiformes","order","80820","Late Givetian","Early Frasnian","383.4","379","81925","Chordata","Coelacanthimorpha","Coelacanthiformes","","","19"
"1599906","occ","","","226077","Coelacanthiformes indet.","order","80820","","Coelacanthiformes","order","80820","Late Givetian","Early Frasnian","383.4","379","81925","Chordata","Coelacanthimorpha","Coelacanthiformes","","","19"
"1601177","occ","","","226394","Diplocercides sp.","genus","34915","","Diplocercides","genus","34915","Middle Frasnian","","379","375.2","61835","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplocercides","178"
"1605881","occ","","","116656","Hadronector donbairdi","species","199156","","Hadronector donbairdi","species","199156","Arnsbergian","","326.9","323.6","82495","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hadronector","53"
"1605886","occ","","","116657","Caridosuctor populosum","species","199153","","Caridosuctor populosum","species","199153","Arnsbergian","","326.9","323.6","82495","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Caridosuctor","53"
"1605897","occ","","","227056","Caridosuctor populosum","species","199153","","Caridosuctor populosum","species","199153","Arnsbergian","","326.9","323.6","82495","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Caridosuctor","53"
"1605911","occ","","","227066","Caridosuctor populosum","species","199153","","Caridosuctor populosum","species","199153","Arnsbergian","","326.9","323.6","82495","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Caridosuctor","53"
"1605944","occ","","","116298","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Albian","","113.2","100.5","82497","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","118"
"1606778","occ","","","227231","Mawsonia lavocati","species","320881","replaced by","Axelrodichthys lavocati","species","504270","Early Cenomanian","","100.5","93.9","82692","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","117"
"1606832","occ","","","59341","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Cenomanian","","100.5","93.9","82692","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1611328","occ","","","227824","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Carnian","","237","227.3","83016","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","137"
"1611399","occ","","","227832","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","83025","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1615635","occ","","","202191","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Spathian","","248.1","246.7","78766","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","652"
"1621908","occ","","","225582","Coelacanthiformes indet. A informal","order","80820","obsolete variant of","Coelacanthiformes","order","80820","Dienerian","","250.5","249.9","83972","Chordata","Coelacanthimorpha","Coelacanthiformes","","","653"
"1621941","occ","","","229437","Coelacanthiformes indet. B informal","order","80820","obsolete variant of","Coelacanthiformes","order","80820","Dienerian","","250.5","249.9","83972","Chordata","Coelacanthimorpha","Coelacanthiformes","","","653"
"1629070","occ","","","230718","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629071","occ","","","86830","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629072","occ","","","117944","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629073","occ","","","230719","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629074","occ","","","230720","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629075","occ","","","44708","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629076","occ","","","230721","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629077","occ","","","230722","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629078","occ","","","44628","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629079","occ","","","230723","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629080","occ","","","230724","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629081","occ","","","86831","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629082","occ","","","44697","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629083","occ","","","230725","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1629084","occ","","","44619","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1634829","occ","","","231794","Libys n. sp. callolepis","species","477001","","Libys callolepis","species","477001","Falciferum","","184.2","182.9","85789","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Libys","131"
"1634935","occ","","","231808","Ticinepomis ducanensis","species","476999","","Ticinepomis ducanensis","species","476999","Fassanian","","241.464","239.48","85788","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Ticinepomis","138"
"1639701","occ","","","123408","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Middle Jurassic","Late Jurassic","174.7","143.1","81629","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","15"
"1639908","occ","","","232500","Mawsoniidae indeterminate","species","202304","species not entered","Mawsoniidae","family","202304","Late Jurassic","Aptian","161.5","113.2","86663","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","2"
"1639909","occ","","","232500","Mawsoniidae indeterminate","species","202304","species not entered","Mawsoniidae","family","202304","Late Jurassic","Aptian","161.5","113.2","86663","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","2"
"1643123","occ","","","232961","Coelacanthus elegans","species","260583","","Coelacanthus elegans","species","260583","Bashkirian","Moscovian","323.4","307","87126","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","27"
"1658919","occ","","","134654","Coelacanthiformes indet.","order","80820","","Coelacanthiformes","order","80820","Pendleian","","330.3","326.9","86573","Chordata","Coelacanthimorpha","Coelacanthiformes","","","53"
"1667693","occ","","","236753","n. gen. Ngamugawi n. sp. wirngarri","species","500045","","Ngamugawi wirngarri","species","500045","Early Frasnian","","382.31","379","89698","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ngamugawi","178"
"1670776","occ","","","236941","n. gen. Graulia n. sp. branchiodonta","species","500372","","Graulia branchiodonta","species","500372","Fassanian","","241.464","239.48","89784","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Graulia","138"
"1679756","occ","","","225605","Actinistia indet.","class","67349","subjective synonym of","Coelacanthimorpha","class","219194","Givetian","","387.95","382.31","81693","Chordata","Coelacanthimorpha","","","","179"
"1679814","occ","","","123522","Changxingia weii","species","501718","","Changxingia weii","species","501718","Changhsingian","","254.14","251.902","90292","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Changxingia","715"
"1680098","occ","","","233181","Holoptychius kayseri","species","501832","replaced by","Diplocercides kayseri","species","226297","Frasnian","","382.31","372.15","90331","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplocercides","178"
"1680099","occ","","","145664","Diplocercides jaekeli","species","320873","","Diplocercides jaekeli","species","320873","Frasnian","","382.31","372.15","90331","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplocercides","178"
"1680100","occ","","","197071","Diplocercides heiligenstockiensis","species","226296","","Diplocercides heiligenstockiensis","species","226296","Late Givetian","Early Frasnian","383.4","379","90332","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Diplocercides","19"
"1680133","occ","","","136138","Eoactinistia foreyi","species","501871","","Eoactinistia foreyi","species","501871","Devonian","","419.62","358.86","90359","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Eoactinistia","19"
"1681755","occ","","","196858","Euporosteus yunnanensis","species","502050","","Euporosteus yunnanensis","species","502050","Pragian","","413.02","410.62","67065","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euporosteus","182"
"1681918","occ","","","196710","Gavinia syntrips","species","329096","","Gavinia syntrips","species","329096","Late Givetian","","383.4","382.31","90444","Chordata","Coelacanthimorpha","Coelacanthiformes","Miguashaiidae","Gavinia","179"
"1682256","occ","","","149468","Hainbergia granulata","species","320904","","Hainbergia granulata","species","320904","Anisian","","246.7","241.464","90477","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hainbergia","139"
"1682407","occ","","","197071","Holopterygius nudus","species","416166","","Holopterygius nudus","species","416166","Late Givetian","Early Frasnian","383.4","379","90511","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Holopterygius","19"
"1682709","occ","","","123985","Libys polypterus","species","262178","","Libys polypterus","species","262178","Early Tithonian","","149.2","145.06","90559","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Libys","124"
"1683380","occ","","","193535","Lualabaea lerichei","species","320905","","Lualabaea lerichei","species","320905","Aalenian","Bathonian","174.7","165.3","90595","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Lualabaea","42"
"1683381","occ","","","193535","Lualabaea henryi","species","320906","","Lualabaea henryi","species","320906","Aalenian","Bathonian","174.7","165.3","90595","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Lualabaea","42"
"1683403","occ","","","238501","Macropoma precursor","species","320879","","Macropoma precursor","species","320879","Cenomanian","","100.5","93.9","90602","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Macropoma","117"
"1683404","occ","","","123985","Macropoma willemoesii","species","320907","","Macropoma willemoesii","species","320907","Early Tithonian","","149.2","145.06","90603","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Macropoma","124"
"1683413","occ","","","238507","Mawsonia soba","species","502453","","Mawsonia soba","species","502453","Barremian","","125.77","121.4","90608","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","120"
"1683414","occ","","","28050","Mawsonia brasiliensis","species","502454","","Mawsonia brasiliensis","species","502454","Late Aptian","","119.57","113.2","90610","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","119"
"1686171","occ","","","11189","Rhabdoderma exiguum","species","320892","","Rhabdoderma exiguum","species","320892","Westphalian","","318.7","307.4","90850","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Rhabdoderma","27"
"1686172","occ","","","122507","Rhabdoderma newelli","species","320891","","Rhabdoderma newelli","species","320891","Kasimovian","","307","303.7","90851","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Rhabdoderma","50"
"1686173","occ","","","85292","Rhabdoderma elegans","species","320885","","Rhabdoderma elegans","species","320885","Westphalian D","","309.8","307.4","57799","Chordata","Coelacanthimorpha","Coelacanthiformes","Rhabdodermatidae","Rhabdoderma","51"
"1686294","occ","","","120367","Sassenia guttata","species","205441","","Sassenia guttata","species","204785","Smithian","","249.9","248.1","38416","Chordata","Coelacanthimorpha","Diplocercidiformes","Sassenidae","Sassenia","652"
"1686295","occ","","","238863","Sassenia groenlandica","species","320893","","Sassenia groenlandica","species","320893","Induan","","251.902","249.9","38416","Chordata","Coelacanthimorpha","Diplocercidiformes","Sassenidae","Sassenia","653"
"1686788","occ","","","24426","Undina cirinensis","species","320894","","Undina cirinensis","species","320894","Late Kimmeridgian","","152.21","149.2","90979","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Undina","125"
"1686820","occ","","","127263","Whiteia lepta","species","503811","","Whiteia lepta","species","503811","Smithian","","249.9","248.1","90991","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","652"
"1686821","occ","","","127263","Whiteia durabilis","species","503812","","Whiteia durabilis","species","503812","Smithian","","249.9","248.1","90991","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","652"
"1686824","occ","","","164520","Whiteia giganteus","species","503817","","Whiteia giganteus","species","503817","Late Triassic","","237","201.4","90992","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","44"
"1686825","occ","","","117105","Whiteia uyenoteruyai","species","503818","","Whiteia uyenoteruyai","species","503818","Dienerian","","250.5","249.9","90993","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1686826","occ","","","117105","Whiteia nielseni","species","320895","","Whiteia nielseni","species","320895","Dienerian","","250.5","249.9","47887","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1687126","occ","","","239120","Axelrodichthys maiseyi","species","504269","","Axelrodichthys maiseyi","species","504269","Albian","","113.2","100.5","91067","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","118"
"1687234","occ","","","107420","Euporosteus eifeliensis","species","320903","","Euporosteus eifeliensis","species","320903","Early Givetian","","387.95","385.9","90335","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Euporosteus","179"
