"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"1053487","occ","","","130280","Coelacanthus granulatus","species","149735","","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","42223","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1068706","occ","","","29461","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Oxfordian","Tithonian","161.5","143.1","42590","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","41"
"1070363","occ","","","132670","Coelacanthus lepturus","species","245659","","Coelacanthus lepturus","species","245659","Bashkirian","","323.4","315.2","42727","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","52"
"1071797","occ","","","112630","Coelacanthus exiguus","species","246377","","Coelacanthus exiguus","species","246377","Westphalian D","","309.8","307.4","42819","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","51"
"1075140","occ","","","133735","Actinistia indet.","class","209137","subjective synonym of","Coelacanthimorpha","class","219194","Smithian","","249.9","248.1","43127","Chordata","Coelacanthimorpha","","","","652"
"1080973","occ","27619","","135657","Chinlea sorenseni","species","249590","","Chinlea sorenseni","species","249590","Carnian","Norian","237","205.7","13249","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","44"
"1081182","occ","","","135711","n. gen. Chinlea n. sp. sorenseni","species","249590","","Chinlea sorenseni","species","249590","Norian","Rhaetian","227.3","201.4","43410","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","44"
"1081183","occ","","","135699","Chinlea sorenseni","species","249590","","Chinlea sorenseni","species","249590","Norian","Rhaetian","227.3","201.4","43410","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","44"
"1081184","occ","","","135712","Chinlea sorenseni","species","249590","","Chinlea sorenseni","species","249590","Norian","Rhaetian","227.3","201.4","43410","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","44"
"1081261","occ","","","94493","Chinlea sorenseni","species","249590","","Chinlea sorenseni","species","249590","Norian","","227.3","205.7","13249","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","136"
"1081285","occ","","","13266","cf. Quayia zideki","species","249593","","Quayia zideki","species","249593","Norian","","227.3","205.7","24939","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Quayia","136"
"1082942","occ","","","135959","Miguashaia n. sp. grossi","species","250035","","Miguashaia grossi","species","250035","Givetian","","387.95","382.31","43490","Chordata","Coelacanthimorpha","Coelacanthiformes","Miguashaiidae","Miguashaia","179"
"1088895","occ","","","90682","Dumfregia huxleyi","species","417006","","Dumfregia huxleyi","species","260592","Arundian","","346.7","339.9","43762","Chordata","Coelacanthimorpha","Coelacanthiformes","NO_FAMILY_SPECIFIED","Dumfregia","54"
"1102350","occ","","","139348","Actinistia indet.","class","209137","subjective synonym of","Coelacanthimorpha","class","219194","Illyrian","","243.33","241.464","44799","Chordata","Coelacanthimorpha","","","","139"
"1102964","occ","","","139366","Coelacanthus granulatus","species","149735","","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","44817","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1105998","occ","","","139836","n. gen. Garnbergia n. sp. ommata","species","259492","","Garnbergia ommata","species","259492","Illyrian","","243.33","241.464","45012","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Garnbergia","139"
"1105999","occ","","","139836","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Illyrian","","243.33","241.464","45012","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","139"
"1107327","occ","","","140080","n. gen. Holophagus n. sp. gulo","species","99727","","Holophagus gulo","species","99727","Hettangian","Early Sinemurian","201.4","192.9","45215","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Holophagus","43"
"1107328","occ","","","122155","Holophagus gulo","species","99727","","Holophagus gulo","species","99727","Sinemurian","","199.5","192.9","45217","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Holophagus","133"
"1107331","occ","","","122057","n. gen. Ticinepomis n. sp. peyeri","species","260211","","Ticinepomis peyeri","species","260211","Illyrian","Fassanian","243.33","239.48","45218","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Ticinepomis","45"
"1107332","occ","","","140081","n. gen. Sinocoelacanthus n. sp. fengshanensis","species","260212","","Sinocoelacanthus fengshanensis","species","260212","Olenekian","","249.9","246.7","45219","Chordata","Coelacanthimorpha","Coelacanthiformes","NO_FAMILY_SPECIFIED","Sinocoelacanthus","652"
"1108067","occ","","","131707","Coelacanthus granulatus","species","149735","","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1108071","occ","","","131700","Coelacanthus granulatus","species","149735","","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1108074","occ","","","137316","Coelacanthus granulatus","species","149735","","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1108076","occ","","","137308","Coelacanthus tingleyensis","species","260582","","Coelacanthus tingleyensis","species","260582","Moscovian","","315.2","307","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","51"
"1108093","occ","","","122154","Undina gulo","species","260595","recombined as","Holophagus gulo","species","99727","Sinemurian","","199.5","192.9","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Holophagus","133"
"1108094","occ","","","131844","Undina barroviensis ?","species","209407","","Undina barroviensis","species","209407","Bathonian","","168.2","165.3","38758","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Undina","128"
"1109973","occ","","","140628","Macropoma mantelli","species","440421","","Macropoma mantelli","species","261758","Turonian","","93.9","89.8","45551","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Macropoma","116"
"1116579","occ","","","39160","cf. Chinlea sp.","genus","161891","","Chinlea","genus","161891","Norian","","227.3","205.7","46019","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Chinlea","136"
"1116775","occ","40845","","141613","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1127426","occ","","","27343","Holophagus ? sp.","genus","34928","","Holophagus","genus","34928","Olenekian","","249.9","246.7","45793","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Holophagus","652"
"1134214","occ","","","80283","Axelrodichthys cf. araripensis","species","134538","","Axelrodichthys araripensis","species","134538","Middle Albian","Late Albian","110.1","100.5","46668","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","118"
"1162391","occ","","","149367","Sassenia sp.","genus","34951","","Sassenia","genus","34951","Smithian","","249.9","248.1","47810","Chordata","Coelacanthimorpha","Diplocercidiformes","Sassenidae","Sassenia","652"
"1162606","occ","","","149471","Coelacanthus n. sp. hassiae","species","275676","subjective synonym of","Coelacanthus granulatus","species","149735","Wuchiapingian","","259.51","254.14","47884","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","716"
"1163485","occ","","","149171","n. gen. Whiteia n. sp. woodwardi","species","276065","","Whiteia woodwardi","species","276065","Dienerian","","250.5","249.9","47908","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1163486","occ","","","149171","Coelacanthus madagascariensis","species","276067","","Coelacanthus madagascariensis","species","276067","Dienerian","","250.5","249.9","47908","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","653"
"1163487","occ","","","149550","Whiteia n. sp. tuberculata","species","276066","","Whiteia tuberculata","species","276066","Dienerian","","250.5","249.9","47908","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1164635","occ","","","149852","n. gen. Alcoveria n. sp. brevis","species","276631","","Alcoveria brevis","species","276631","Ladinian","","241.464","237","48011","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Alcoveria","138"
"1168473","occ","","","127263","n. gen. Belemnocerca n. sp. prolata","species","277761","","Belemnocerca prolata","species","277761","Smithian","","249.9","248.1","48123","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","Laugiidae","Belemnocerca","652"
"1184932","occ","39359","","107637","Diplurus longicaudatus","species","320875","","Diplurus longicaudatus","species","320875","Hettangian","","201.4","199.5","79067","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","134"
"1187531","occ","","","114000","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Smithian","","249.9","248.1","37910","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","652"
"1187692","occ","","","153369","Whiteia sp.","genus","34959","","Whiteia","genus","34959","Smithian","","249.9","248.1","49399","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","652"
"1187718","occ","","","153373","Whiteia woodwardi","species","276065","","Whiteia woodwardi","species","276065","Dienerian","","250.5","249.9","49405","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1187719","occ","","","153373","Whiteia tuberculata","species","276066","","Whiteia tuberculata","species","276066","Dienerian","","250.5","249.9","49405","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1187728","occ","","","153378","Whiteia woodwardi","species","276065","","Whiteia woodwardi","species","276065","Dienerian","","250.5","249.9","49405","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1187729","occ","","","153378","Whiteia tuberculata","species","276066","","Whiteia tuberculata","species","276066","Dienerian","","250.5","249.9","49405","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1187744","occ","","","153374","Whiteia woodwardi","species","276065","","Whiteia woodwardi","species","276065","Dienerian","","250.5","249.9","49405","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1188026","occ","","","153401","Heptanema n. sp. paradoxum","species","285729","","Heptanema paradoxum","species","285729","Longobardian","","239.48","237","49428","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Heptanema","138"
"1188087","occ","","","153108","n. gen. Urocomus n. sp. picenus","species","285760","recombined as","Holophagus picenus","species","285760","Alaunian","","215.38","211.18","49433","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Holophagus","136"
"1188088","occ","","","153108","Undina ? sp.","genus","34958","","Undina","genus","34958","Alaunian","","215.38","211.18","49433","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Undina","136"
"1190537","occ","","","153683","Whiteia woodwardi","species","276065","","Whiteia woodwardi","species","276065","Dienerian","","250.5","249.9","49727","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","653"
"1190538","occ","","","153683","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Dienerian","","250.5","249.9","49727","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","653"
"1190828","occ","41141","","153770","Foreyia maxkuhni","species","362827","","Foreyia maxkuhni","species","362827","Fassanian","","241.464","239.48","85788","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Foreyia","138"
"1190829","occ","41142","","153771","Ticinepomis n. sp. ducanensis","species","476999","","Ticinepomis ducanensis","species","476999","Fassanian","","241.464","239.48","85788","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Ticinepomis","138"
"1190836","occ","","","153772","Coelacanthus n. sp. evolutus","species","287407","","Coelacanthus evolutus","species","287407","Dienerian","","250.5","249.9","49824","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","653"
"1190841","occ","","","149853","Alcoveria brevis","species","276631","","Alcoveria brevis","species","276631","Ladinian","","241.464","237","49826","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Alcoveria","138"
"1191872","occ","","","154039","Coelacanthus n. sp. madagascariensis","species","276067","","Coelacanthus madagascariensis","species","276067","Dienerian","","250.5","249.9","49926","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","653"
"1192831","occ","","","154138","Coccoderma suevicum","species","446297","","Coccoderma suevicum","species","446297","Late Kimmeridgian","","152.21","149.2","49972","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","Laugiidae","Coccoderma","125"
"1192832","occ","","","154138","Undina penicillata","species","99879","","Undina penicillata","species","99879","Late Kimmeridgian","","152.21","149.2","49972","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Undina","125"
"1193383","occ","","","154231","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","50062","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1226202","occ","","","161080","n. gen. Dobrogeria n. sp. aegyssensis","species","304511","","Dobrogeria aegyssensis","species","304511","Spathian","","248.1","246.7","52499","Chordata","Coelacanthimorpha","Coelacanthiformes","NO_FAMILY_SPECIFIED","Dobrogeria","652"
"1236976","occ","","","115134","Axelrodichthys sp.","genus","134537","","Axelrodichthys","genus","134537","Late Aptian","","119.57","113.2","45772","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","119"
"1243966","occ","","","163915","Actinistia indet.","class","67349","subjective synonym of","Coelacanthimorpha","class","219194","Late Aptian","Early Albian","119.57","110.1","53516","Chordata","Coelacanthimorpha","","","","40"
"1246394","occ","","","35262","Undina sp.","genus","34958","","Undina","genus","34958","Early Tithonian","","149.2","145.06","53639","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Undina","124"
"1246395","occ","","","35262","Coccoderma sp.","genus","34909","","Coccoderma","genus","34909","Early Tithonian","","149.2","145.06","53639","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","Laugiidae","Coccoderma","124"
"1252542","occ","","","165526","Coelacanthus sp.","genus","34911","","Coelacanthus","genus","34911","Desmoinesian","","312.8","306","28740","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","Coelacanthus","27"
"1254300","occ","","","166013","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Barremian","Albian","125.77","100.5","54265","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","40"
"1255339","occ","","","105872","Actinistia indet.","class","149979","subjective synonym of","Coelacanthimorpha","class","219194","Bathonian","","168.2","165.3","45494","Chordata","Coelacanthimorpha","","","","128"
"1276552","occ","","","169408","n. gen. Luopingcoelacanthus n. sp. eurylacrimalis","species","260172","","Luopingcoelacanthus eurylacrimalis","species","260172","Pelsonian","","244.24","243.33","45208","Chordata","Coelacanthimorpha","Coelacanthiformes","NO_FAMILY_SPECIFIED","Luopingcoelacanthus","139"
"1276553","occ","","","169408","n. gen. Yunnancoelacanthus n. sp. acrotuberculatus","species","260174","","Yunnancoelacanthus acrotuberculatus","species","260174","Pelsonian","","244.24","243.33","45208","Chordata","Coelacanthimorpha","Coelacanthiformes","NO_FAMILY_SPECIFIED","Yunnancoelacanthus","139"
"1277672","occ","","","169629","Swenzia latimerae","species","321270","","Swenzia latimerae","species","321270","Late Oxfordian","","157.9","154.8","45175","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Swenzia",""
"1292475","occ","","","14391","Coelacanthidae ? indet.","family","68076","","Coelacanthidae","family","68076","Albian","","113.2","100.5","56060","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","118"
"1299263","occ","","","68049","n. gen. Serenichthys n. sp. kowiensis","species","329094","","Serenichthys kowiensis","species","329094","Famennian","","372.15","358.86","56494","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Serenichthys","177"
"1299294","occ","","","173457","n. gen. Gavinia n. sp. syntrips","species","329096","","Gavinia syntrips","species","329096","Late Givetian","","383.4","382.31","56495","Chordata","Coelacanthimorpha","Coelacanthiformes","Miguashaiidae","Gavinia","179"
"1300535","occ","","","173644","n. gen. Atacamaia n. sp. solitaria","species","329748","","Atacamaia solitaria","species","329748","Early Sinemurian","","199.5","192.9","56598","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Atacamaia","133"
"1309985","occ","","","175805","Mawsonia sp.","genus","68074","","Mawsonia","genus","68074","Albian","","113.2","100.5","57588","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","118"
"1311895","occ","","","176120","Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Bathonian","","168.2","165.3","57820","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","128"
"1311943","occ","","","176122","Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Bathonian","","168.2","165.3","57820","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","128"
"1311953","occ","","","176123","Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Bathonian","","168.2","165.3","57820","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","128"
"1337403","occ","","","97843","Garnbergia cf. ommata","species","259492","","Garnbergia ommata","species","259492","Alaunian","","215.38","211.18","59879","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Garnbergia","136"
"1337404","occ","","","180456","Whiteia n. sp. oishii","species","345334","","Whiteia oishii","species","345334","Norian","","227.3","205.7","59880","Chordata","Coelacanthimorpha","Coelacanthiformes","Whiteiidae","Whiteia","136"
"1337514","occ","40846","","44703","Rieppelia heinzfurreri","species","474770","","Rieppelia heinzfurreri","species","474770","Illyrian","","243.33","241.464","85294","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Rieppelia","139"
"1341895","occ","","","181397","Actinistia indet.","class","209137","subjective synonym of","Coelacanthimorpha","class","219194","Dienerian","Smithian","250.5","248.1","60333","Chordata","Coelacanthimorpha","","","","46"
"1341896","occ","","","181398","n. gen. Trachymetopon n. sp. liassicum","species","320910","","Trachymetopon liassicum","species","320910","Early Toarcian","","184.2","182.9","60334","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Trachymetopon","131"
"1341897","occ","","","181399","Trachymetopon liassicum","species","320910","","Trachymetopon liassicum","species","320910","Bifrons","","182.9","174.7","60334","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Trachymetopon","131"
"1341898","occ","","","181400","Trachymetopon liassicum","species","320910","","Trachymetopon liassicum","species","320910","Toarcian","","184.2","174.7","60334","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Trachymetopon","131"
"1371701","occ","","","187288","Diplurus longicaudatus","species","320875","","Diplurus longicaudatus","species","320875","Sinemurian","","199.5","192.9","77283","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","133"
"1371705","occ","","","91743","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","62822","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1371710","occ","","","187290","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","62822","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1371943","occ","","","187317","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","62822","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1371947","occ","","","187318","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","62822","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1371953","occ","","","187319","Diplurus sp.","genus","260052","","Diplurus","genus","260052","Norian","","227.3","205.7","62822","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Diplurus","136"
"1383326","occ","","","189575","n. gen. Foreyia n. sp. maxkuhni","species","362827","","Foreyia maxkuhni","species","362827","Fassanian","","241.464","239.48","63719","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Foreyia","138"
"1383327","occ","","","189576","Foreyia maxkuhni","species","362827","","Foreyia maxkuhni","species","362827","Fassanian","","241.464","239.48","63719","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Foreyia","138"
"1401129","occ","","","165422","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Aptian","Early Albian","119.57","110.1","65647","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","40"
"1401150","occ","","","193050","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Aptian","","119.57","113.2","65647","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","119"
"1401161","occ","","","193051","Mawsonia gigas","species","68075","","Mawsonia gigas","species","68075","Late Aptian","","119.57","113.2","65647","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","119"
"1410184","occ","","","157016","Actinistia indet.","class","67349","subjective synonym of","Coelacanthimorpha","class","219194","Hettangian","","201.4","199.5","66231","Chordata","Coelacanthimorpha","","","","134"
"1413339","occ","","","101875","Actinistia indet.","class","266394","subjective synonym of","Coelacanthimorpha","class","219194","Longobardian","","239.48","237","66459","Chordata","Coelacanthimorpha","","","","138"
"1421126","occ","","","179176","Miguashaia bureaui","species","320884","","Miguashaia bureaui","species","320884","Frasnian","","382.31","372.15","67240","Chordata","Coelacanthimorpha","Coelacanthiformes","Miguashaiidae","Miguashaia","178"
"1421473","occ","","","197323","Heptanema sp.","genus","34927","","Heptanema","genus","34927","Fassanian","","241.464","239.48","67290","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Heptanema","138"
"1438028","occ","35665","","37200","Mawsonia n. sp. tegamensis","species","193977","","Mawsonia tegamensis","species","193977","Aptian","","121.4","113.2","36961","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","119"
"1438925","occ","","","154334","Latimeriidae indet.","family","266395","","Latimeriidae","family","266395","Pelsonian","","244.24","243.33","68659","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","","139"
"1467213","occ","","","204924","cf. Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","2"
"1484743","occ","","","206490","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Aegean","","246.7","244.99","70963","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","139"
"1484744","occ","","","206487","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Anisian","","246.7","241.464","70963","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","139"
"1486027","occ","","","206749","Megalocoelacanthus dobiei","species","142486","","Megalocoelacanthus dobiei","species","142486","Late Santonian","","85.7","83.6","71069","Chordata","Coelacanthimorpha","Coelacanthiformes","Latimeriidae","Megalocoelacanthus","114"
"1486663","occ","","","59771","Mawsonia n. sp. lavocati","species","320881","replaced by","Axelrodichthys lavocati","species","504270","Early Cenomanian","","100.5","93.9","71151","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Axelrodichthys","117"
"1492248","occ","","","207549","Coelacanthiformes indet.","order","80820","","Coelacanthiformes","order","80820","Alaunian","","215.38","211.18","71543","Chordata","Coelacanthimorpha","Coelacanthiformes","","","136"
"1494776","occ","","","207798","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Carnian","","237","227.3","71703","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","137"
"1501153","occ","","","209045","n. gen. Reidus n. sp. hilli","species","416411","","Reidus hilli","species","416411","Late Albian","","106.3","100.5","72176","Chordata","Coelacanthimorpha","Coelacanthiformes","Dipluridae","Reidus","118"
"1504632","occ","","","209780","n. gen. Shoshonia n. sp. arctopteryx","species","419066","","Shoshonia arctopteryx","species","419066","Givetian","Frasnian","387.95","372.15","72367","Chordata","Coelacanthimorpha","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Shoshonia","19"
"1528994","occ","","","214440","Mawsoniidae indet.","family","202304","","Mawsoniidae","family","202304","Ladinian","Carnian","241.464","227.3","73938","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","","16"
"1529146","occ","","","214496","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529148","occ","","","214404","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529154","occ","","","214498","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529155","occ","","","214499","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529156","occ","","","214500","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529157","occ","","","214501","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529159","occ","","","214408","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1529160","occ","","","214445","Mawsonia libyca","species","320882","","Mawsonia libyca","species","320882","Late Cenomanian","","100.5","93.9","73946","Chordata","Coelacanthimorpha","Coelacanthiformes","Mawsoniidae","Mawsonia","117"
"1540510","occ","","","216642","Actinistia indet.","class","67349","subjective synonym of","Coelacanthimorpha","class","219194","Kungurian","","283.3","274.4","74901","Chordata","Coelacanthimorpha","","","","148"
"1542164","occ","","","216993","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Virgilian","","303.7","298.9","75139","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","49"
"1542208","occ","","","216994","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Virgilian","","303.7","298.9","75139","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","49"
"1542422","occ","","","217022","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Kasimovian","","307","303.7","75182","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","50"
"1542450","occ","","","217023","Coelacanthidae indet.","family","68076","","Coelacanthidae","family","68076","Kasimovian","","307","303.7","75182","Chordata","Coelacanthimorpha","Coelacanthiformes","Coelacanthidae","","50"
