"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cx_int_no" 
"633555","occ","","","68193","Verneuilites verneuili","species","315066","","Verneuilites verneuili","species","315065","Marsdenian","","321.5","320.2","19354","52"
"633556","occ","","","68193","Monitoceras karpinskii","species","315111","","Monitoceras karpinskii","species","315110","Marsdenian","","321.5","320.2","19354","52"
"633558","occ","","","68194","Paradimorphoceras sp.","genus","13808","","Paradimorphoceras","genus","13808","Marsdenian","","321.5","320.2","19354","52"
"633559","occ","","","68194","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Marsdenian","","321.5","320.2","19354","52"
"633560","occ","","","68194","Schartymites barbotanus","species","314964","","Schartymites barbotanus","species","314963","Marsdenian","","321.5","320.2","19354","52"
"633561","occ","","","68194","Ramosites schartymensis","species","314987","","Ramosites schartymensis","species","314985","Marsdenian","","321.5","320.2","19354","52"
"633562","occ","","","68194","Verneuilites n. sp. keyserlingi","species","315064","","Verneuilites keyserlingi","species","315064","Marsdenian","","321.5","320.2","19354","52"
"633563","occ","","","68194","Verneuilites verneuili","species","315066","","Verneuilites verneuili","species","315065","Marsdenian","","321.5","320.2","19354","52"
"633564","occ","","","68194","Verneuilites progressus","species","315067","","Verneuilites progressus","species","315067","Marsdenian","","321.5","320.2","19354","52"
"633565","occ","","","68194","Verneuilites murchisoni","species","315070","","Verneuilites murchisoni","species","315069","Marsdenian","","321.5","320.2","19354","52"
"633566","occ","","","68194","Marianoceras marianum","species","315072","","Marianoceras marianum","species","315071","Marsdenian","","321.5","320.2","19354","52"
"633567","occ","","","68194","Monitoceras karpinskii","species","315111","","Monitoceras karpinskii","species","315110","Marsdenian","","321.5","320.2","19354","52"
"633568","occ","","","68194","Homoceratoides librovitchi","species","315122","","Homoceratoides librovitchi","species","315122","Marsdenian","","321.5","320.2","19354","52"
"633569","occ","","","68195","Paradimorphoceras sp.","genus","13808","","Paradimorphoceras","genus","13808","Kinderscoutian","","322","321.5","19354","52"
"633570","occ","","","68195","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Kinderscoutian","","322","321.5","19354","52"
"633571","occ","","","68195","Schartymites sp.","genus","13875","","Schartymites","genus","13875","Kinderscoutian","","322","321.5","19354","52"
"633572","occ","","","68195","Ramosites rectus","species","314973","","Ramosites rectus","species","314973","Kinderscoutian","","322","321.5","19354","52"
"633573","occ","","","68195","Vallites henkei","species","315004","","Vallites henkei","species","315003","Kinderscoutian","","322","321.5","19354","52"
"633574","occ","","","68195","Homoceras haugi","species","315009","","Homoceras haugi","species","315009","Kinderscoutian","","322","321.5","19354","52"
"633575","occ","","","68195","Decorites crassicostatus","species","315029","","Decorites crassicostatus","species","315029","Kinderscoutian","","322","321.5","19354","52"
"633576","occ","","","68195","Surenites krestovnikovi","species","315059","","Surenites krestovnikovi","species","315059","Kinderscoutian","","322","321.5","19354","52"
"633577","occ","","","68196","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Kinderscoutian","","322","321.5","19354","52"
"633578","occ","","","68196","Glaphyrites sp.","genus","13723","","Glaphyrites","genus","13723","Kinderscoutian","","322","321.5","19354","52"
"633579","occ","","","68196","Syngastrioceras sp.","genus","13906","","Syngastrioceras","genus","13906","Kinderscoutian","","322","321.5","19354","52"
"633580","occ","","","68196","Schartymites sp.","genus","13875","","Schartymites","genus","13875","Kinderscoutian","","322","321.5","19354","52"
"633581","occ","","","68196","Paraschartymites amplexus","species","314969","","Paraschartymites amplexus","species","314969","Kinderscoutian","","322","321.5","19354","52"
"633595","occ","","","68198","Paradimorphoceras sp.","genus","13808","","Paradimorphoceras","genus","13808","Kinderscoutian","","322","321.5","19354","52"
"633596","occ","","","68198","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Kinderscoutian","","322","321.5","19354","52"
"633597","occ","","","68198","Aenigmatoceras rhipaeum","species","314944","","Aenigmatoceras rhipaeum","species","314944","Kinderscoutian","","322","321.5","19354","52"
"633598","occ","","","68198","Syngastrioceras sp.","genus","13906","","Syngastrioceras","genus","13906","Kinderscoutian","","322","321.5","19354","52"
"633599","occ","","","68198","Stenoglaphyrites intraevolutus","species","314957","","Stenoglaphyrites intraevolutus","species","314957","Kinderscoutian","","322","321.5","19354","52"
"633600","occ","","","68198","Stenoglaphyrites sp.","genus","13893","","Stenoglaphyrites","genus","13893","Kinderscoutian","","322","321.5","19354","52"
"633601","occ","","","68198","Schartymites n. sp. coangustus","species","314965","","Schartymites coangustus","species","314965","Kinderscoutian","","322","321.5","19354","52"
"633602","occ","","","68198","Paraschartymites n. sp. amplexus","species","314969","","Paraschartymites amplexus","species","314969","Kinderscoutian","","322","321.5","19354","52"
"633603","occ","","","68198","Alurites n. sp. asianus","species","315084","","Alurites asianus","species","315084","Kinderscoutian","","322","321.5","19354","52"
"633604","occ","","","68200","Glyphiolobus sp.","genus","13726","","Glyphiolobus","genus","13726","Kinderscoutian","","322","321.5","19354","52"
"633605","occ","","","68200","Paradimorphoceras sp.","genus","13808","","Paradimorphoceras","genus","13808","Kinderscoutian","","322","321.5","19354","52"
"633606","occ","","","68200","Ramosites rectus","species","314973","","Ramosites rectus","species","314973","Kinderscoutian","","322","321.5","19354","52"
"633607","occ","","","68200","Isohomoceras modestum","species","314999","","Isohomoceras modestum","species","314999","Kinderscoutian","","322","321.5","19354","52"
"633608","occ","","","68200","Vallites henkei","species","315004","","Vallites henkei","species","315003","Kinderscoutian","","322","321.5","19354","52"
"633609","occ","","","68200","Surenites krestovnikovi","species","315059","","Surenites krestovnikovi","species","315059","Kinderscoutian","","322","321.5","19354","52"
"633610","occ","","","68201","Baschkirites sp.","genus","13636","","Baschkirites","genus","13636","Yeadonian","","320.2","318.8","19354","52"
"633611","occ","","","68201","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633612","occ","","","68201","Glaphyrites postsolidus","species","314949","","Glaphyrites postsolidus","species","314949","Yeadonian","","320.2","318.8","19354","52"
"633613","occ","","","68201","Syngastrioceras n. sp. supinum","species","314953","","Syngastrioceras supinum","species","314953","Yeadonian","","320.2","318.8","19354","52"
"633614","occ","","","68201","Syngastrioceras parasupinum","species","314954","","Syngastrioceras parasupinum","species","314954","Yeadonian","","320.2","318.8","19354","52"
"633615","occ","","","68201","Syngastrioceras n. sp. glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633616","occ","","","68201","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633617","occ","","","68201","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633618","occ","","","68201","Cancelloceras n. sp. elegans","species","315116","","Cancelloceras elegans","species","315116","Yeadonian","","320.2","318.8","19354","52"
"633619","occ","","","68201","Cancelloceras n. sp. extenuatum","species","315117","","Cancelloceras extenuatum","species","315117","Yeadonian","","320.2","318.8","19354","52"
"633624","occ","","","38723","Homoceratoides n. sp. ferganensis","species","315123","","Homoceratoides ferganensis","species","315123","Yeadonian","","320.2","318.8","19354","52"
"633629","occ","","","68204","Baschkirites vasilkovskyi","species","314941","","Baschkirites vasilkovskyi","species","314941","Yeadonian","","320.2","318.8","19354","52"
"633630","occ","","","68204","Glyphiolobus sp.","genus","13726","","Glyphiolobus","genus","13726","Yeadonian","","320.2","318.8","19354","52"
"633631","occ","","","68204","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633632","occ","","","68204","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633633","occ","","","68204","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633634","occ","","","68204","Ramosites sp.","genus","13865","","Ramosites","genus","13865","Yeadonian","","320.2","318.8","19354","52"
"633635","occ","","","68204","Umbetoceras aravanense","species","315023","","Umbetoceras aravanense","species","315023","Yeadonian","","320.2","318.8","19354","52"
"633636","occ","","","68204","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633637","occ","","","68204","Cancelloceras bisati","species","315112","","Cancelloceras bisati","species","315112","Yeadonian","","320.2","318.8","19354","52"
"633638","occ","","","68204","Cancelloceras asianum","species","315120","","Cancelloceras asianum","species","315120","Yeadonian","","320.2","318.8","19354","52"
"633639","occ","","","68204","Cancelloceras parasianum","species","315121","","Cancelloceras parasianum","species","315121","Yeadonian","","320.2","318.8","19354","52"
"633640","occ","","","68205","Baschkirites vasilkovskyi","species","314941","","Baschkirites vasilkovskyi","species","314941","Yeadonian","","320.2","318.8","19354","52"
"633641","occ","","","68205","Glyphiolobus sp.","genus","13726","","Glyphiolobus","genus","13726","Yeadonian","","320.2","318.8","19354","52"
"633642","occ","","","68205","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633643","occ","","","68205","Syngastrioceras supinum","species","314953","","Syngastrioceras supinum","species","314953","Yeadonian","","320.2","318.8","19354","52"
"633644","occ","","","68205","Syngastrioceras parasupinum","species","314954","","Syngastrioceras parasupinum","species","314954","Yeadonian","","320.2","318.8","19354","52"
"633645","occ","","","68205","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633646","occ","","","68205","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633647","occ","","","68205","Schartymites methorius","species","314967","","Schartymites methorius","species","314967","Yeadonian","","320.2","318.8","19354","52"
"633648","occ","","","68205","Ramosites schartymensis","species","314987","","Ramosites schartymensis","species","314985","Yeadonian","","320.2","318.8","19354","52"
"633649","occ","","","68205","Ramosites praesagus","species","314990","","Ramosites praesagus","species","314990","Yeadonian","","320.2","318.8","19354","52"
"633650","occ","","","68205","Umbetoceras aravanense","species","315023","","Umbetoceras aravanense","species","315023","Yeadonian","","320.2","318.8","19354","52"
"633651","occ","","","68205","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633652","occ","","","68205","Bilinguites n. sp. degeneratus","species","315109","","Bilinguites degeneratus","species","315109","Yeadonian","","320.2","318.8","19354","52"
"633653","occ","","","68205","Cancelloceras bisati","species","315112","","Cancelloceras bisati","species","315112","Yeadonian","","320.2","318.8","19354","52"
"633654","occ","","","68205","Cancelloceras fragosum","species","315115","","Cancelloceras fragosum","species","315115","Yeadonian","","320.2","318.8","19354","52"
"633655","occ","","","68205","Cancelloceras asianum","species","315120","","Cancelloceras asianum","species","315120","Yeadonian","","320.2","318.8","19354","52"
"633656","occ","","","68205","Homoceratoides ferganensis","species","315123","","Homoceratoides ferganensis","species","315123","Yeadonian","","320.2","318.8","19354","52"
"633658","occ","","","68206","Baschkirites vasilkovskyi","species","314941","","Baschkirites vasilkovskyi","species","314941","Yeadonian","","320.2","318.8","19354","52"
"633659","occ","","","68206","Anthracoceratites sp.","genus","13620","","Anthracoceratites","genus","13620","Yeadonian","","320.2","318.8","19354","52"
"633660","occ","","","68206","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633661","occ","","","68206","Syngastrioceras supinum","species","314953","","Syngastrioceras supinum","species","314953","Yeadonian","","320.2","318.8","19354","52"
"633662","occ","","","68206","Syngastrioceras parasupinum","species","314954","","Syngastrioceras parasupinum","species","314954","Yeadonian","","320.2","318.8","19354","52"
"633663","occ","","","68206","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633664","occ","","","68206","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633665","occ","","","68206","Schartymites methorius","species","314967","","Schartymites methorius","species","314967","Yeadonian","","320.2","318.8","19354","52"
"633666","occ","","","68206","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633667","occ","","","68206","Bilinguites degeneratus","species","315109","","Bilinguites degeneratus","species","315109","Yeadonian","","320.2","318.8","19354","52"
"633668","occ","","","68206","Cancelloceras bisati","species","315112","","Cancelloceras bisati","species","315112","Yeadonian","","320.2","318.8","19354","52"
"633669","occ","","","68206","Cancelloceras fragosum","species","315115","","Cancelloceras fragosum","species","315115","Yeadonian","","320.2","318.8","19354","52"
"633670","occ","","","68206","Cancelloceras asianum","species","315120","","Cancelloceras asianum","species","315120","Yeadonian","","320.2","318.8","19354","52"
"633671","occ","","","68206","Homoceratoides ferganensis","species","315123","","Homoceratoides ferganensis","species","315123","Yeadonian","","320.2","318.8","19354","52"
"633690","occ","","","68208","Glyphiolobus sp.","genus","13726","","Glyphiolobus","genus","13726","Yeadonian","","320.2","318.8","19354","52"
"633691","occ","","","68208","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633692","occ","","","68208","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633693","occ","","","68208","Schartymites methorius","species","314967","","Schartymites methorius","species","314967","Yeadonian","","320.2","318.8","19354","52"
"633694","occ","","","68208","Kushanites kirgizorum","species","315031","","Kushanites kirgizorum","species","315031","Yeadonian","","320.2","318.8","19354","52"
"633695","occ","","","68208","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633696","occ","","","68208","Cancelloceras bisati","species","315112","","Cancelloceras bisati","species","315112","Yeadonian","","320.2","318.8","19354","52"
"633697","occ","","","68208","Cancelloceras dilatatum","species","315114","","Cancelloceras dilatatum","species","315114","Yeadonian","","320.2","318.8","19354","52"
"633698","occ","","","68208","Cancelloceras elegans","species","315116","","Cancelloceras elegans","species","315116","Yeadonian","","320.2","318.8","19354","52"
"633699","occ","","","68209","Ramosites rectus","species","314973","","Ramosites rectus","species","314973","Alportian","Kinderscoutian","323.1","321.5","19354","52"
"633700","occ","","","68209","Ramosites sp.","genus","13865","","Ramosites","genus","13865","Alportian","Kinderscoutian","323.1","321.5","19354","52"
"633701","occ","","","68209","Isohomoceras modestum","species","314999","","Isohomoceras modestum","species","314999","Alportian","Kinderscoutian","323.1","321.5","19354","52"
"633702","occ","","","68209","Homoceras haugi","species","315009","","Homoceras haugi","species","315009","Alportian","Kinderscoutian","323.1","321.5","19354","52"
"633703","occ","","","68209","Decorites n. sp. avus","species","315028","","Decorites avus","species","315028","Alportian","Kinderscoutian","323.1","321.5","19354","52"
"633705","occ","","","68210","Baschkirites vasilkovskyi","species","314941","","Baschkirites vasilkovskyi","species","314941","Yeadonian","","320.2","318.8","19354","52"
"633706","occ","","","68210","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633707","occ","","","68210","Syngastrioceras parasupinum","species","314954","","Syngastrioceras parasupinum","species","314954","Yeadonian","","320.2","318.8","19354","52"
"633708","occ","","","68210","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633709","occ","","","68210","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633710","occ","","","68210","Schartymites n. sp. methorius","species","314967","","Schartymites methorius","species","314967","Yeadonian","","320.2","318.8","19354","52"
"633711","occ","","","68210","Ramosites n. sp. praesagus","species","314990","","Ramosites praesagus","species","314990","Yeadonian","","320.2","318.8","19354","52"
"633712","occ","","","68210","Ramosites sp.","genus","13865","","Ramosites","genus","13865","Yeadonian","","320.2","318.8","19354","52"
"633713","occ","","","68210","Kushanites kirgizorum","species","315031","","Kushanites kirgizorum","species","315031","Yeadonian","","320.2","318.8","19354","52"
"633714","occ","","","68210","Bilinguites politus","species","315107","","Bilinguites politus","species","315107","Yeadonian","","320.2","318.8","19354","52"
"633715","occ","","","68210","Cancelloceras bisati","species","315112","","Cancelloceras bisati","species","315112","Yeadonian","","320.2","318.8","19354","52"
"633716","occ","","","68210","Cancelloceras elegans","species","315116","","Cancelloceras elegans","species","315116","Yeadonian","","320.2","318.8","19354","52"
"633718","occ","","","68211","Baschkirites vasilkovskyi","species","314941","","Baschkirites vasilkovskyi","species","314941","Yeadonian","","320.2","318.8","19354","52"
"633719","occ","","","68211","Anthracoceratites sp.","genus","13620","","Anthracoceratites","genus","13620","Yeadonian","","320.2","318.8","19354","52"
"633720","occ","","","68211","Proshumardites karpinskii","species","314943","","Proshumardites karpinskii","species","314943","Yeadonian","","320.2","318.8","19354","52"
"633721","occ","","","68211","Syngastrioceras glaphyritoides","species","314955","","Syngastrioceras glaphyritoides","species","314955","Yeadonian","","320.2","318.8","19354","52"
"633722","occ","","","68211","Schartymites aravanensis","species","314966","","Schartymites aravanensis","species","314966","Yeadonian","","320.2","318.8","19354","52"
"633723","occ","","","68211","Kushanites kirgizorum","species","315031","","Kushanites kirgizorum","species","315031","Yeadonian","","320.2","318.8","19354","52"
"633724","occ","","","68211","Bilinguites superbilinguis","species","315106","","Bilinguites superbilinguis","species","315105","Yeadonian","","320.2","318.8","19354","52"
"633725","occ","","","68211","Cancelloceras n. sp. contractum","species","315113","","Cancelloceras contractum","species","315113","Yeadonian","","320.2","318.8","19354","52"
"633726","occ","","","68211","Cancelloceras elegans","species","315116","","Cancelloceras elegans","species","315116","Yeadonian","","320.2","318.8","19354","52"
"634422","occ","","","68257","Glyphiolobus aff. sholakensis","species","314932","","Glyphiolobus sholakensis","species","314932","Alportian","","323.1","322","19354","52"
"634423","occ","","","68257","Physematites charis","species","314960","","Physematites charis","species","314960","Alportian","","323.1","322","19354","52"
"634424","occ","","","68257","Homoceras pamiricum","species","315012","","Homoceras pamiricum","species","315012","Alportian","","323.1","322","19354","52"
"634427","occ","","","68258","Paradimorphoceras sp.","genus","13808","","Paradimorphoceras","genus","13808","Alportian","","323.1","322","19354","52"
"634428","occ","","","68258","Proshumardites sp.","genus","13846","","Proshumardites","genus","13846","Alportian","","323.1","322","19354","52"
"634429","occ","","","68258","Syngastrioceras n. sp. dronovi","species","314952","","Syngastrioceras dronovi","species","314952","Alportian","","323.1","322","19354","52"
"634430","occ","","","68258","Homoceras n. sp. pamiricum","species","315012","","Homoceras pamiricum","species","315012","Alportian","","323.1","322","19354","52"
"642529","occ","","","69302","Gattendorfia n. sp. alteri","species","13720","species not entered","Gattendorfia","genus","13720","Kinderhookian","","358.9","351.9","19972","55"
"642530","occ","","","69302","Prodromites gorbyi","species","278378","","Prodromites gorbyi","species","278377","Kinderhookian","","358.9","351.9","19972","55"
"642616","occ","","","69304","Beyrichoceras submicronotum","species","13640","species not entered","Beyrichoceras","genus","13640","Asbian","","340.2","336.3","19977","54"
"642617","occ","","","69304","Beyrichoceras vesciculiferum","species","13640","species not entered","Beyrichoceras","genus","13640","Asbian","","340.2","336.3","19977","54"
"642618","occ","","","69304","Beyrichoceras rectangularum","species","13640","species not entered","Beyrichoceras","genus","13640","Asbian","","340.2","336.3","19977","54"
"642619","occ","","","69304","Goniatites maximus","species","316473","subjective synonym of","Maxigoniatites globostriatus","species","338870","Asbian","","340.2","336.3","19977","54"
"642620","occ","","","69304","Goniatites cf. hudsoni","species","316469","","Goniatites hudsoni","species","316469","Asbian","","340.2","336.3","19977","54"
"642621","occ","","","69304","Dimorphoceras gilbertsoni","species","13678","species not entered","Dimorphoceras","genus","13678","Asbian","","340.2","336.3","19977","54"
"642637","occ","","","69306","Sporadoceras inflexum","species","297920","recombined as","Sporadoceras (Sporadoceras) inflexum","species","297920","Famennian","","372.2","358.9","19979","177"
"642638","occ","","","69306","Sporadoceras cf. rotundum","species","297921","recombined as","Sporadoceras (Sporadoceras) rotundum","species","297921","Famennian","","372.2","358.9","19979","177"
"678243","occ","","","73157","Linguatornoceras sp.","genus","13764","","Linguatornoceras","genus","13764","Early Frasnian","","382.7","379.3","24584","178"
"680177","occ","","","73393","Goniatites falcatus","species","316463","","Goniatites falcatus","species","316463","Brigantian","","336.3","330.9","24641","54"
"681254","occ","","","73468","Goniatitida indet.","order","13602","","Goniatitida","order","13602","Asbian","Brigantian","340.2","330.9","11519","54"
"682489","occ","","","73588","Timorites sp.","genus","13914","","Timorites","genus","13914","Capitanian","","264.28","259.51","27545","145"
"682490","occ","","","73588","Stacheoceras toumanskyae","species","124543","corrected to","Stacheoceras toumanskayae","species","124543","Capitanian","","264.28","259.51","27545","145"
"685568","occ","","","73823","Changhsingoceras sichuanense","species","207747","","Changhsingoceras sichuanense","species","207747","Changhsingian","","254.14","251.902","24748","715"
"685587","occ","","","73827","Pseudogastrioceras spp.","genus","13854","","Pseudogastrioceras","genus","13854","Changhsingian","","254.14","251.902","24748","715"
"685590","occ","","","73829","Pseudogastrioceras spp.","genus","13854","","Pseudogastrioceras","genus","13854","Changhsingian","","254.14","251.902","24748","715"
"685594","occ","","","73831","Pseudogastrioceras spp.","genus","13854","","Pseudogastrioceras","genus","13854","Changhsingian","","254.14","251.902","24748","715"
"685602","occ","","","73835","Pseudogastrioceras spp.","genus","13854","","Pseudogastrioceras","genus","13854","Changhsingian","","254.14","251.902","24748","715"
"685608","occ","","","73837","Pseudogastrioceras spp.","genus","13854","","Pseudogastrioceras","genus","13854","Changhsingian","","254.14","251.902","24748","715"
"693621","occ","","","74741","Cyclolobus persulcatus","species","184319","","Cyclolobus persulcatus","species","245821","Wuchiapingian","","259.51","254.14","25169","716"
"696704","occ","","","74950","Tornoceras uniangulare","species","298087","","Tornoceras uniangulare","species","298086","Frasnian","","382.7","372.2","25286","178"
"697627","occ","","","74978","Agathiceras aff. suessi","species","129195","","Agathiceras suessi","species","129195","Artinskian","","290.1","283.5","33183","149"
"703669","occ","","","75569","Agathiceras sp.","genus","13608","","Agathiceras","genus","13608","Roadian","Wordian","273.01","264.28","25511","772"
"704988","occ","","","75614","Prionoceras (Imitoceras) sp.","subgenus","110192","obsolete variant of","Imitoceras","genus","13743","Kinderhookian","","358.9","351.9","11583","55"
"705019","occ","","","75620","Muensteroceras cf. oweni","species","110198","","Muensteroceras oweni","species","110197","Kinderhookian","","358.9","351.9","11583","55"
"705027","occ","","","75621","Prionoceras (Imitoceras) sp.","subgenus","110192","obsolete variant of","Imitoceras","genus","13743","Hastarian","","358.9","353.7","11583","55"
"705049","occ","","","75622","Muensteroceras cf. oweni","species","110198","","Muensteroceras oweni","species","110197","Kinderhookian","","358.9","351.9","11583","55"
"705050","occ","","","75622","Prionoceras (Imitoceras) n. sp. werriense","species","110193","","Prionoceras (Imitoceras) werriense","species","110193","Kinderhookian","","358.9","351.9","11583","55"
"707278","occ","","","70255","Anthracoceras missouriense","species","110595","recombined as","Wiedeyoceras missouriense","species","110595","Desmoinesian","","312.7","305.9","16005","27"
"707279","occ","","","70255","Owenoceras bellilineatum","species","110597","","Owenoceras bellilineatum","species","110596","Desmoinesian","","312.7","305.9","16005","27"
"713161","occ","","","76501","Muensteroceras complanatum","species","298661","","Muensteroceras complanatum","species","298660","Ivorian","Chadian","353.7","340.2","21175","28"
"713162","occ","","","76501","Muensteroceras cf. rotella","species","13782","species not entered","Muensteroceras","genus","13782","Ivorian","Chadian","353.7","340.2","21175","28"
"713506","occ","","","76517","Muensteroceras sp.","genus","13782","","Muensteroceras","genus","13782","Arundian","Holkerian","346.7","340.2","21175","54"
"713507","occ","","","76517","cf. Muensteroceras pseudaganides","species","13782","species not entered","Muensteroceras","genus","13782","Arundian","Holkerian","346.7","340.2","21175","54"
"713508","occ","","","76517","Pericyclus ? sp.","genus","13824","","Pericyclus","genus","13824","Arundian","Holkerian","346.7","340.2","21175","54"
"713509","occ","","","76517","Goniatites sp.","genus","13727","","Goniatites","genus","13727","Arundian","Holkerian","346.7","340.2","21175","54"
"715746","occ","","","76759","Goniatites cf. stenumbilicatus","species","297993","","Goniatites stenumbilicatus","species","297993","Holkerian","Asbian","346.7","336.3","25977","54"
"716538","occ","","","76916","Goniatitida indet.","order","13602","","Goniatitida","order","13602","Tournaisian","Chadian","358.9","340.2","26019","28"
"717509","occ","","","77034","Goniatites lateseptatus","species","13727","species not entered","Goniatites","genus","13727","Eifelian","Givetian","393.3","382.7","20904","57"
"738112","occ","34764","","79329","Axinolobus modulus","species","299100","","Axinolobus modulus","species","299100","Morrowan","","323.2","318.4","65838","52"
"738113","occ","34765","","79329","Gastrioceras attenuatum","species","371177","","Gastrioceras attenuatum","species","371177","Morrowan","","323.2","318.4","65838","52"
"738114","occ","34766","","79329","Proshumardites morrowanus","species","299101","","Proshumardites morrowanus","species","299101","Morrowan","","323.2","318.4","65838","52"
"738115","occ","","","79328","Neoicoceras sp.","genus","13790","","Neoicoceras","genus","13790","Moscovian","","315.2","307","16007","51"
"738116","occ","","","79328","Eowellerites sp.","genus","13700","","Eowellerites","genus","13700","Moscovian","","315.2","307","16007","51"
"738118","occ","","","79328","Clistoceras sp.","genus","13660","","Clistoceras","genus","13660","Moscovian","","315.2","307","16007","51"
"738121","occ","","","79330","Wellerites sp.","genus","13936","","Wellerites","genus","13936","Desmoinesian","","312.7","305.9","16007","27"
"738122","occ","","","79330","Bisatoceras sp.","genus","13643","","Bisatoceras","genus","13643","Desmoinesian","","312.7","305.9","16007","27"
"738123","occ","","","79330","Somoholites sp.","genus","13887","","Somoholites","genus","13887","Desmoinesian","","312.7","305.9","16007","27"
"739169","occ","","","79425","Paragastrioceras sp.","genus","13809","","Paragastrioceras","genus","13809","Artinskian","","290.1","283.5","26636","149"
"739170","occ","","","79425","Waagenina subinterrapta","species","13934","species not entered","Waagenina","genus","13934","Artinskian","","290.1","283.5","26636","149"
"740507","occ","","","79627","Eumorphoceras bisulcatum","species","242549","","Eumorphoceras bisulcatum","species","242549","Chesterian","","335.8","323.2","26729","28"
"740508","occ","","","79627","Richardsonites richardsonianus","species","316049","","Richardsonites richardsonianus","species","242688","Chesterian","","335.8","323.2","26729","28"
"758454","occ","","","81134","Perrinites n. sp. kempae","species","242850","subjective synonym of","Perrinites hilli","species","242517","Kungurian","","283.5","273.01","41989","148"
"761397","occ","","","81344","Shumardites aktubensis","species","126306","","Shumardites aktubensis","species","126306","Gzhelian","","303.7","298.9","27403","49"
"761398","occ","","","81344","Glaphyrites pararhymnus","species","126293","","Glaphyrites pararhymnus","species","126293","Gzhelian","","303.7","298.9","27403","49"
"761399","occ","","","81344","Prothalassoceras jaikense","species","126297","","Prothalassoceras jaikense","species","126297","Gzhelian","","303.7","298.9","27403","49"
"761400","occ","","","81344","Prothalassoceras sp.","genus","13848","","Prothalassoceras","genus","13848","Gzhelian","","303.7","298.9","27403","49"
"761401","occ","","","81344","Eoasianites vodorezovi","species","126303","","Eoasianites vodorezovi","species","126303","Gzhelian","","303.7","298.9","27403","49"
"761402","occ","","","81344","Aristoceras sp.","genus","13627","","Aristoceras","genus","13627","Gzhelian","","303.7","298.9","27403","49"
"761404","occ","","","81344","Agathiceras uralicum","species","225903","","Agathiceras uralicum","species","225902","Gzhelian","","303.7","298.9","27403","49"
"761405","occ","","","81345","Prothalassoceras sp.","genus","13848","","Prothalassoceras","genus","13848","Gzhelian","","303.7","298.9","27403","49"
"761406","occ","","","81345","Eoasianites vodorezovi","species","126303","","Eoasianites vodorezovi","species","126303","Gzhelian","","303.7","298.9","27403","49"
