"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"799806","occ","","","87054","Sagenodus vinslovi","species","137509","species not entered","Sagenodus","genus","137509","Leonardian","","286","274.4","14253","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","773"
"799807","occ","","","87054","Gnathorhiza serrata","species","90710","","Gnathorhiza serrata","species","90710","Leonardian","","286","274.4","14253","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"818656","occ","25184","","89992","Ceratodus cf. szechuanensis","species","64290","recombined as","Ptychoceratodus szechuanensis","species","64290","Norian","","227.3","205.7","36703","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","136"
"821025","occ","","","90343","Dipteridae indet.","family","118054","","Dipteridae","family","118054","Early Frasnian","","382.31","379","30343","Chordata","Osteichthyes","Dipteriformes","Dipteridae","","178"
"821621","occ","","","90452","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Kungurian","","283.3","274.4","30420","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","148"
"830972","occ","22363","","48872","Ferganoceratodus cf. martini","species","197867","","Ferganoceratodus martini","species","197867","Tithonian","Berriasian","149.2","137.05","30931","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ferganoceratodus","2"
"832567","occ","","","92271","cf. Gnathorhiza serrata","species","90710","","Gnathorhiza serrata","species","90710","Westphalian A","Westphalian B","318.7","314.6","31089","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","27"
"837352","occ","","","92850","Ceratodontidae indet.","family","57670","","Ceratodontidae","family","57670","Norian","","227.3","205.7","31343","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","","136"
"843405","occ","","","93682","Dipnoi ? indet.","order","150281","","Dipnoi","order","57668","Norian","","227.3","205.7","31760","Chordata","Osteichthyes","Dipnoi","","","136"
"847024","occ","","","94245","Gnathorhiza otschevi","species","321077","","Gnathorhiza otschevi","species","321077","Olenekian","","249.9","246.7","32050","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","652"
"853386","occ","","","94780","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Carnian","","237","227.3","32306","Chordata","Osteichthyes","Dipnoi","","","137"
"855780","occ","","","95105","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Spathian","","248.1","246.7","32378","Chordata","Osteichthyes","Dipnoi","","","652"
"877601","occ","","","97409","Ceratodus recticristatus","species","321074","","Ceratodus recticristatus","species","321074","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"877602","occ","","","97409","Ceratodus gracilis","species","54495","species not entered","Ceratodus","genus","54495","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"877634","occ","","","97415","Ceratodus recticristatus","species","321074","","Ceratodus recticristatus","species","321074","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"877793","occ","","","97439","Ceratodus bucobaensis","species","321079","","Ceratodus bucobaensis","species","321079","Ladinian","","241.464","237","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","138"
"877794","occ","","","97439","Ceratodus orenburgensis","species","321081","","Ceratodus orenburgensis","species","321081","Ladinian","","241.464","237","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","138"
"880692","occ","","","97695","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Anisian","","246.7","241.464","15587","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"880950","occ","","","97735","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Carnian","","237","227.3","33402","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","137"
"881095","occ","","","97738","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Carnian","","237","227.3","33402","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","137"
"881488","occ","","","97761","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Middle Campanian","","83.6","72.2","33925","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","113"
"884862","occ","","","98017","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Middle Campanian","","83.6","72.2","33925","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","113"
"890135","occ","","","98396","Ceratodus semiplicatus","species","54495","species not entered","Ceratodus","genus","54495","Late Cenomanian","","100.5","93.9","33992","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","117"
"897782","occ","","","77192","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Late Aptian","","119.57","113.2","34284","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","119"
"908392","occ","","","83735","Ceratodus africanus","species","108906","recombined as","Neoceratodus africanus","species","108906","Kimmeridgian","Tithonian","154.8","143.1","34749","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","41"
"908394","occ","","","102298","""Ceratodus"" tiguidensis","species","54495","species not entered","Ceratodus","genus","54495","Kimmeridgian","Tithonian","154.8","143.1","34749","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","41"
"921170","occ","","","105298","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Anisian","","246.7","241.464","35221","Chordata","Osteichthyes","Dipnoi","","","139"
"924714","occ","","","97951","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Aptian","Albian","121.4","100.5","35299","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"929114","occ","","","106271","Dipnoi sp.","genus","150281","","Dipnoi","order","57668","Middle Paleocene","Late Paleocene","61.66","56","35416","Chordata","Osteichthyes","Dipnoi","","","38"
"929492","occ","","","106305","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Early Berriasian","","143.1","141","35451","Chordata","Osteichthyes","Dipnoi","","","123"
"929789","occ","","","101873","Ptychoceratodus serratus","species","194441","","Ptychoceratodus serratus","species","194440","Longobardian","","239.48","237","33823","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","138"
"929798","occ","","","28382","Ceratodontidae indet.","family","57670","","Ceratodontidae","family","57670","Late Kimmeridgian","Early Tithonian","152.21","145.06","35496","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","","41"
"933169","occ","","","107217","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Spathian","Anisian","248.1","241.464","35705","Chordata","Osteichthyes","Dipnoi","","","16"
"945502","occ","","","109711","Ceratodus latissimus","species","57672","","Ceratodus latissimus","species","57672","Rhaetian","","205.7","201.4","36266","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"955585","occ","","","111729","Sagenodus sp.","genus","137509","","Sagenodus","genus","137509","Pelsonian","Illyrian","244.24","241.464","63816","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","139"
"959356","occ","","","112285","Ceratodus n. sp. nageshwarai","species","191293","","Ceratodus nageshwarai","species","191293","Carnian","Norian","237","205.7","36623","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","44"
"973457","occ","","","92149","Ferganoceratodus n. sp. martini","species","197867","","Ferganoceratodus martini","species","197867","Tithonian","Berriasian","149.2","137.05","37399","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ferganoceratodus","2"
"981559","occ","","","98617","Ptychoceratodus ? sp.","genus","65066","","Ptychoceratodus","genus","65066","Olenekian","","249.9","246.7","37775","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","652"
"983453","occ","","","117821","Ptychoceratodus rectangulus","species","194443","","Ptychoceratodus rectangulus","species","194442","Norian","","227.3","205.7","37798","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","136"
"995747","occ","","","120222","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Spathian","","248.1","246.7","38416","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","652"
"1011280","occ","","","12855","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Late Maastrichtian","","72.2","66","39674","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","112"
"1013443","occ","","","123976","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Early Cenomanian","","100.5","93.9","39928","Chordata","Osteichthyes","Dipnoi","","","117"
"1021848","occ","","","125143","cf. Sagenodus sp.","genus","137509","","Sagenodus","genus","137509","Middle Pennsylvanian","","315.2","307","40606","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","51"
"1022104","occ","","","125173","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Cisuralian","","298.9","274.4","40614","Chordata","Osteichthyes","Dipnoi","","","773"
"1024275","occ","","","115155","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Early Cenomanian","","100.5","93.9","40738","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","117"
"1033886","occ","","","55519","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Norian","","227.3","205.7","41098","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","136"
"1035259","occ","","","124949","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Arnsbergian","","326.9","323.6","40464","Chordata","Osteichthyes","Dipnoi","","","53"
"1061312","occ","","","131052","Ceratodus n. sp. angolensis","species","194464","recombined as","Microceratodus angolensis","species","194464","Early Triassic","","251.902","246.7","42325","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Microceratodus","46"
"1066356","occ","","","131880","cf. Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Middle Turonian","Late Turonian","93.9","89.8","42518","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","116"
"1068681","occ","","","131926","n. gen. Gosfordia n. sp. truncata","species","213311","","Gosfordia truncata","species","213311","Spathian","Bithynian","248.1","244.24","39283","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Gosfordia","16"
"1071239","occ","","","28230","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Thanetian","Ypresian","59.24","48.07","42799","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","26"
"1071796","occ","","","112630","Sagenodus n. sp. cristatus","species","246376","","Sagenodus cristatus","species","246376","Westphalian D","","309.8","307.4","42819","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","51"
"1080972","occ","","","135657","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Carnian","Norian","237","205.7","43385","Chordata","Osteichthyes","Dipnoi","","","44"
"1082989","occ","","","135992","Ichnomylax n. sp. karatajae","species","250142","","Ichnomylax karatajae","species","250142","Devonian","","419.62","358.86","43495","Chordata","Osteichthyes","Dipnoi","Speonesydrionidae","Ichnomylax","19"
"1083546","occ","","","136080","n. gen. Ptychoceratodus n. sp. guentheri","species","194462","recombined as","Ceratodus guentheri","species","57674","Late Jurassic","","161.5","143.1","43520","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","41"
"1083583","occ","","","136090","n. gen. Xeradipterus n. sp. hatcheri","species","250286","","Xeradipterus hatcheri","species","250286","Frasnian","","382.31","372.15","43527","Chordata","Osteichthyes","Holodipterida","Holodontidae","Xeradipterus","178"
"1086197","occ","","","136235","Chirodipterus n. sp. potteri","species","250692","","Chirodipterus potteri","species","250692","Devonian","","419.62","358.86","43582","Chordata","Osteichthyes","Dipnorhynchiformes","Chirodipteridae","Chirodipterus","19"
"1086198","occ","","","136236","Chirodipterus n. sp. potteri","species","250692","","Chirodipterus potteri","species","250692","Devonian","","419.62","358.86","43582","Chordata","Osteichthyes","Dipnorhynchiformes","Chirodipteridae","Chirodipterus","19"
"1086200","occ","","","136238","n. gen. Harajicadipterus n. sp. youngi","species","250695","","Harajicadipterus youngi","species","250695","Devonian","","419.62","358.86","43583","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Harajicadipterus","19"
"1086273","occ","","","136240","Melanognathus canadensis","species","250697","","Melanognathus canadensis","species","250697","Emsian","","410.62","393.47","43585","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Melanognathus","181"
"1087073","occ","","","85560","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Induan","","251.902","249.9","28925","Chordata","Osteichthyes","Dipnoi","","","653"
"1087664","occ","","","136589","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Induan","","251.902","249.9","43692","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","653"
"1087666","occ","","","136590","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Induan","","251.902","249.9","43692","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","653"
"1087676","occ","","","136591","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Induan","","251.902","249.9","43692","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","653"
"1088042","occ","","","93564","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Bithynian","","244.99","244.24","43718","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1089567","occ","28946","","96617","Ceratodus altus","species","210025","","Ceratodus altus","species","210025","Rhaetian","","205.7","201.4","23773","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1089607","occ","","","136912","Ceratodus altus","species","210025","","Ceratodus altus","species","210025","Rhaetian","","205.7","201.4","23773","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1091782","occ","","","45919","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Hettangian","Sinemurian","201.4","192.9","43884","Chordata","Osteichthyes","Dipnoi","","","43"
"1092800","occ","","","120898","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Rhaetian","","205.7","201.4","29868","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1092892","occ","","","137567","Ceratodus frazieri","species","57680","","Ceratodus frazieri","species","57680","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1092893","occ","","","137567","Ceratodus cf. guentheri","species","57674","","Ceratodus guentheri","species","57674","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1092894","occ","","","137567","Ceratodus ? sp.","genus","54495","","Ceratodus","genus","54495","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1092963","occ","","","137577","Ceratodus frazieri","species","57680","","Ceratodus frazieri","species","57680","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1092964","occ","","","137577","Ceratodus cf. guentheri","species","57674","","Ceratodus guentheri","species","57674","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1092965","occ","","","137577","Ceratodus ? sp.","genus","54495","","Ceratodus","genus","54495","Aptian","Albian","121.4","100.5","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1093095","occ","","","137609","Ceratodus frazieri","species","57680","","Ceratodus frazieri","species","57680","Aptian","","121.4","113.2","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","119"
"1093106","occ","","","137611","Ceratodus cf. guentheri","species","57674","","Ceratodus guentheri","species","57674","Aptian","","121.4","113.2","44000","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","119"
"1093580","occ","","","137735","Ferganoceratodus szechuanensis","species","398752","recombined as","Ptychoceratodus szechuanensis","species","64290","Middle Jurassic","","174.7","161.5","44034","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","42"
"1099469","occ","","","138865","Ceratodus n. sp. rectangularis","species","256603","","Ceratodus rectangularis","species","256603","Norian","","227.3","205.7","44538","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","136"
"1099474","occ","","","138866","Ceratodus n. sp. planasper","species","256607","","Ceratodus planasper","species","256607","Ladinian","","241.464","237","44541","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","138"
"1099476","occ","","","138867","Ceratodus n. sp. bovisrivi","species","256610","","Ceratodus bovisrivi","species","256610","Norian","","227.3","205.7","44541","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","136"
"1099480","occ","","","138865","Ceratodus parvus","species","210021","","Ceratodus parvus","species","210021","Norian","","227.3","205.7","44541","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","136"
"1099481","occ","","","138865","Ceratodus aff. concinnus","species","194452","recombined as","Ptychoceratodus concinnus","species","194452","Norian","","227.3","205.7","44541","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","136"
"1099945","occ","","","131422","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Rhaetian","","205.7","201.4","29871","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1099957","occ","","","106462","Ptychoceratodus concinnus","species","194453","","Ptychoceratodus concinnus","species","194452","Carnian","","237","227.3","44535","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","137"
"1104072","occ","28169","","139483","Ceratodus latissimus","species","57672","","Ceratodus latissimus","species","57672","Rhaetian","","205.7","201.4","44850","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105960","occ","","","137319","Sagenodus n. sp. inaequalis","species","259440","","Sagenodus inaequalis","species","259440","Moscovian","","315.2","307","38758","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","51"
"1105961","occ","","","137306","Sagenodus inaequalis","species","259440","","Sagenodus inaequalis","species","259440","Moscovian","","315.2","307","38758","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","51"
"1105962","occ","","","131728","Ceratodus latissimus","species","57672","","Ceratodus latissimus","species","57672","Rhaetian","","205.7","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105963","occ","","","122365","Ceratodus latissimus","species","57672","","Ceratodus latissimus","species","57672","Rhaetian","","205.7","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105964","occ","","","131728","Ceratodus parvus","species","210021","","Ceratodus parvus","species","210021","Rhaetian","","205.7","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105965","occ","","","122364","Ceratodus parvus","species","210021","","Ceratodus parvus","species","210021","Rhaetian","","205.7","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105966","occ","","","122365","Ceratodus parvus","species","210021","","Ceratodus parvus","species","210021","Rhaetian","","205.7","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1105967","occ","","","131844","Ceratodus phillipsi","species","259445","","Ceratodus phillipsi","species","259445","Bathonian","","168.2","165.3","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","128"
"1105968","occ","","","137657","Ceratodus kaupi","species","194431","","Ceratodus kaupi","species","194431","Ladinian","Rhaetian","241.464","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","16"
"1105972","occ","","","139831","Ceratodus kaupi","species","194431","","Ceratodus kaupi","species","194431","Ladinian","Rhaetian","241.464","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","16"
"1105973","occ","","","137657","Ceratodus rucinatus","species","389128","misspelling of, obsolete variant of","Ceratodus runcinatus","species","259449","Ladinian","Rhaetian","241.464","201.4","38758","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","16"
"1106334","occ","","","139909","n. gen. Lupaceradotus n. sp. useviaensis","species","259752","","Lupaceradotus useviaensis","species","259752","Aptian","Cenomanian","121.4","93.9","45076","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Lupaceradotus","14"
"1110002","occ","","","140631","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Late Aptian","","119.57","113.2","45558","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","119"
"1112495","occ","","","140965","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Paleocene","","66","56","45782","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","38"
"1113017","occ","","","25221","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Late Albian","Early Cenomanian","106.3","93.9","45826","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1118952","occ","","","36106","Ceratodus kaupi","species","194431","","Ceratodus kaupi","species","194431","Rhaetian","","205.7","201.4","46128","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1127423","occ","","","27343","Ceratodus jechartiensis","species","321071","","Ceratodus jechartiensis","species","321071","Olenekian","","249.9","246.7","45793","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","652"
"1127424","occ","","","27343","Ceratodus donensis","species","194445","recombined as","Ptychoceratodus donensis","species","194445","Olenekian","","249.9","246.7","45793","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","652"
"1127425","occ","","","27343","Microceratodus ? sp.","genus","194463","","Microceratodus","genus","194463","Olenekian","","249.9","246.7","45793","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Microceratodus","652"
"1134222","occ","","","102298","Asiatoceratodus cf. tiguidiensis","species","504253","","Asiatoceratodus tiguidiensis","species","504253","Kimmeridgian","Tithonian","154.8","143.1","46670","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Asiatoceratodus","41"
"1163467","occ","","","149548","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Ladinian","","241.464","237","47904","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","138"
"1170025","occ","","","150678","Dipnoi indet.","order","90707","","Dipnoi","order","57668","Campanian","Maastrichtian","83.6","66","39507","Chordata","Osteichthyes","Dipnoi","","","39"
"1190539","occ","","","153683","Paraceratodus sp.","genus","194435","","Paraceratodus","genus","194435","Dienerian","","250.5","249.9","49727","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Paraceratodus","653"
"1193131","occ","","","154183","n. gen. Paraceratodus n. sp. germaini","species","194436","","Paraceratodus germaini","species","194436","Dienerian","","250.5","249.9","49991","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Paraceratodus","653"
"1193132","occ","","","154183","Microceratodus angolensis","species","194465","","Microceratodus angolensis","species","194464","Dienerian","","250.5","249.9","49991","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Microceratodus","653"
"1193484","occ","","","151091","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Middle Miocene","","15.98","11.63","48538","Chordata","Osteichthyes","Dipnoi","","","35"
"1220186","occ","","","159590","Ceratodus szechuanensis","species","64290","recombined as","Ptychoceratodus szechuanensis","species","64290","Tithonian","","149.2","143.1","52143","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","124"
"1221319","occ","","","159891","Gnathorhiza pusilla","species","321058","","Gnathorhiza pusilla","species","321058","Early Triassic","","251.902","246.7","52186","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","46"
"1235979","occ","","","162676","n. gen. Persephonichthys n. sp. chthonica","species","306766","","Persephonichthys chthonica","species","306766","Asselian","","298.9","293.52","52964","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Persephonichthys","151"
"1237953","occ","","","163064","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Leonardian","","286","274.4","42433","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1243965","occ","","","163915","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Late Aptian","Early Albian","119.57","110.1","53516","Chordata","Osteichthyes","Dipnoi","","","40"
"1243991","occ","","","163917","cf. Neoceratodus africanus","species","91693","","Neoceratodus africanus","species","108906","Early Cenomanian","","100.5","93.9","53517","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","117"
"1243992","occ","","","163917","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Early Cenomanian","","100.5","93.9","53517","Chordata","Osteichthyes","Dipnoi","","","117"
"1244016","occ","","","163918","Neoceratodus africanus","species","91693","","Neoceratodus africanus","species","108906","Early Cenomanian","","100.5","93.9","53517","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","117"
"1247180","occ","","","164511","Ganorhynchus n. sp. oblongus","species","310629","","Ganorhynchus oblongus","species","310629","Famennian","","372.15","358.86","53740","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ganorhynchus","177"
"1251084","occ","","","164849","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Early Campanian","Middle Campanian","83.6","72.2","53867","Chordata","Osteichthyes","Dipnoi","","","113"
"1254301","occ","","","166013","Ceratodus africanus","species","108906","recombined as","Neoceratodus africanus","species","108906","Barremian","Albian","125.77","100.5","54265","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","40"
"1261991","occ","","","142333","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Valanginian","Cenomanian","137.05","93.9","14199","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1309918","occ","","","175797","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Hauterivian","Barremian","132.6","121.4","57576","Chordata","Osteichthyes","Dipnoi","","","40"
"1311588","occ","","","133040","Ceratodontidae indet.","family","57670","","Ceratodontidae","family","57670","Ypresian","","56","48.07","57763","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","","109"
"1313225","occ","","","27017","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Valanginian","","137.05","132.6","57899","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","122"
"1317934","occ","","","177006","Gnathorhiza dikeloda","species","120861","","Gnathorhiza dikeloda","species","120861","Leonardian","","286","274.4","58444","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1317971","occ","","","177014","Gnathorhiza dikeloda","species","120861","","Gnathorhiza dikeloda","species","120861","Kungurian","","283.3","274.4","58444","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","148"
"1327839","occ","","","178525","Protopterus humei","species","91689","recombined as","Ceratodus humei","species","57230","Campanian","Maastrichtian","83.6","66","10388","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","39"
"1328122","occ","","","178660","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Maastrichtian","","72.2","66","59073","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","112"
"1328190","occ","36275","","48868","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Maastrichtian","","72.2","66","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","112"
"1330851","occ","","","179192","Ceratodus n. sp. sharategensis","species","54495","species not entered","Ceratodus","genus","54495","Late Jurassic","","161.5","143.1","59306","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","41"
