"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","cx_int_no"
"1332971","occ","","","162676","Monongahela sp.","genus","377344","","Monongahela","genus","377344","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Ctenodontiformes","Ctenodontidae","Monongahela","151"
"1332977","occ","","","179619","Gnathorhiza dikeloda","species","120861","","Gnathorhiza dikeloda","species","120861","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","151"
"1332978","occ","","","179619","Gnathorhiza serrata","species","90710","","Gnathorhiza serrata","species","90710","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","151"
"1332979","occ","","","179619","Monongahela sp.","genus","377344","","Monongahela","genus","377344","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Ctenodontiformes","Ctenodontidae","Monongahela","151"
"1332984","occ","","","179620","Gnathorhiza dikeloda","species","120861","","Gnathorhiza dikeloda","species","120861","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","151"
"1332985","occ","","","179620","Gnathorhiza serrata","species","90710","","Gnathorhiza serrata","species","90710","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","151"
"1332986","occ","","","179620","Monongahela sp.","genus","377344","","Monongahela","genus","377344","Asselian","","298.9","293.52","59496","Chordata","Osteichthyes","Ctenodontiformes","Ctenodontidae","Monongahela","151"
"1339857","occ","","","180633","Sagenodus copeanus","species","246374","","Sagenodus copeanus","species","246374","Virgilian","","303.7","298.9","60077","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","49"
"1339858","occ","","","180633","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Virgilian","","303.7","298.9","60077","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","49"
"1339927","occ","","","180974","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Wolfcampian","","298.9","286","60077","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1340013","occ","","","180988","Gnathorhiza bothrotreta","species","321057","","Gnathorhiza bothrotreta","species","321057","Sakmarian","Artinskian","293.52","283.3","60092","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1340021","occ","","","180990","Gnathorhiza cf. serrata","species","90710","","Gnathorhiza serrata","species","90710","Leonardian","","286","274.4","28557","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1340022","occ","","","180990","Sagenodus sp.","genus","137509","","Sagenodus","genus","137509","Leonardian","","286","274.4","28557","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","773"
"1340523","occ","","","34761","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Virgilian","","303.7","298.9","60092","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","49"
"1340537","occ","","","180989","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Gzhelian","Sakmarian","303.7","290.1","60092","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","3"
"1340556","occ","37924","","181078","Gnathorhiza n. sp. bothrotreta","species","321057","","Gnathorhiza bothrotreta","species","321057","Wolfcampian","","298.9","286","75672","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","773"
"1341776","occ","","","181364","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Late Jurassic","","161.5","143.1","60324","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","41"
"1342594","occ","","","181586","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Cenomanian","","100.5","93.9","60389","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","117"
"1353657","occ","","","167772","Ceratodus aff. frazieri","species","57680","","Ceratodus frazieri","species","57680","Late Campanian","Early Maastrichtian","83.6","66","61316","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","39"
"1356923","occ","","","184251","Pinnalongus saxoni","species","350509","","Pinnalongus saxoni","species","350509","Eifelian","","393.47","387.95","61586","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Pinnalongus","180"
"1361075","occ","33860","","185024","Metaceratodus sp.","genus","140023","","Metaceratodus","genus","140023","Late Campanian","Early Maastrichtian","83.6","66","60709","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Metaceratodus","39"
"1364548","occ","","","78657","cf. Gnathorhizidae indet.","family","133097","","Gnathorhizidae","family","133097","Wordian","Capitanian","266.9","259.51","62286","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","","772"
"1378446","occ","40434","","51961","Neoceratodus nargun","species","321105","","Neoceratodus nargun","species","321105","Late Barremian","","125.77","121.4","83736","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","120"
"1378450","occ","","","127567","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Early Aptian","","121.4","119.57","63253","Chordata","Osteichthyes","Dipnoi","","","119"
"1378456","occ","","","38541","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Early Aptian","","121.4","119.57","63253","Chordata","Osteichthyes","Dipnoi","","","119"
"1383178","occ","","","189562","Ceratodus bucobaensis","species","321079","","Ceratodus bucobaensis","species","321079","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1383179","occ","","","189562","Ceratodus recticristatus","species","321074","","Ceratodus recticristatus","species","321074","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1389971","occ","38257","","191131","Ptychoceratodus sp.","genus","65066","","Ptychoceratodus","genus","65066","Maastrichtian","","72.2","66","64444","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","112"
"1389972","occ","","","191131","Ceratodontidae indet.","family","57670","","Ceratodontidae","family","57670","Maastrichtian","","72.2","66","64444","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","","112"
"1390116","occ","","","191154","Ceratodus iheringi","species","321108","recombined as","Atlantoceratodus iheringi","species","321108","Campanian","","83.6","72.2","64454","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Atlantoceratodus","113"
"1409453","occ","","","194739","n. gen. Iowadipterus n. sp. halli","species","372971","","Iowadipterus halli","species","372971","Middle Givetian","Late Givetian","385.9","382.31","66176","Chordata","Osteichthyes","Holodipterida","Holodontidae","Iowadipterus","179"
"1409454","occ","","","194740","n. gen. Megapleuron n. sp. zangerli","species","372972","","Megapleuron zangerli","species","372972","Middle Pennsylvanian","","315.2","307","66178","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Megapleuron","51"
"1409455","occ","","","194741","Chirodipterus n. sp. onawayensis","species","372974","","Chirodipterus onawayensis","species","372974","Middle Devonian","","393.47","382.31","66179","Chordata","Osteichthyes","Dipnorhynchiformes","Chirodipteridae","Chirodipterus","57"
"1409457","occ","","","194743","Cathlorhynchus n. sp. zengi","species","372977","","Cathlorhynchus zengi","species","372977","Early Emsian","","410.62","399.5","66180","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Cathlorhynchus","181"
"1409459","occ","","","194745","Ceratodus n. sp. tunuensis","species","372979","","Ceratodus tunuensis","species","372979","Norian","","227.3","205.7","66182","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","136"
"1409645","occ","","","194780","Dipnotuberculus n. sp. bagirovi","species","373031","","Dipnotuberculus bagirovi","species","373031","Late Givetian","","383.4","382.31","66196","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Dipnotuberculus","179"
"1409646","occ","","","194781","Ctenodus n. sp. williei","species","373032","","Ctenodus williei","species","373032","Tournaisian","","358.86","346.7","66197","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ctenodus","55"
"1409658","occ","","","92151","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Bathonian","","168.2","165.3","66205","Chordata","Osteichthyes","Dipnoi","","","128"
"1410107","occ","","","194850","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Bathonian","","168.2","165.3","66205","Chordata","Osteichthyes","Dipnoi","","","128"
"1410154","occ","","","194861","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Bathonian","","168.2","165.3","66205","Chordata","Osteichthyes","Dipnoi","","","128"
"1412931","occ","","","192146","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Kungurian","","283.3","274.4","29282","Chordata","Osteichthyes","Dipnoi","","","148"
"1413340","occ","","","101875","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Longobardian","","239.48","237","66459","Chordata","Osteichthyes","Dipnoi","","","138"
"1416268","occ","","","28850","Ceratodus jechartiensis","species","321071","","Ceratodus jechartiensis","species","321071","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1416269","occ","","","28850","Ceratodus recticristatus","species","321074","","Ceratodus recticristatus","species","321074","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1416270","occ","","","28850","Ceratodus gracilis","species","54495","species not entered","Ceratodus","genus","54495","Anisian","","246.7","241.464","28844","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","139"
"1417244","occ","","","196111","Dipnoi indet.","order","90707","","Dipnoi","order","57668","Tatarian","","266.9","256.8","14547","Chordata","Osteichthyes","Dipnoi","","","17"
"1417263","occ","","","93027","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Late Severodvinian","Vyatkian","264.28","256.8","14547","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","17"
"1417379","occ","","","93030","Gnathorhiza sp.","genus","90709","","Gnathorhiza","genus","90709","Late Severodvinian","Vyatkian","264.28","256.8","14547","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","17"
"1417400","occ","","","196164","Gnathorhiza tatarica","species","321066","","Gnathorhiza tatarica","species","321066","Tatarian","","266.9","256.8","14547","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","17"
"1418114","occ","","","52909","Dipnoi indet.","order","90707","","Dipnoi","order","57668","Campanian","Early Maastrichtian","83.6","66","66791","Chordata","Osteichthyes","Dipnoi","","","39"
"1418277","occ","","","196452","n. gen. Cathlorhynchus n. sp. trismodipterus","species","376490","","Cathlorhynchus trismodipterus","species","376490","Emsian","","410.62","393.47","66806","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Cathlorhynchus","181"
"1419181","occ","","","196699","n. gen. Tarachomylax n. sp. oepiki","species","377284","","Tarachomylax oepiki","species","377284","Emsian","","410.62","393.47","66926","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Tarachomylax","181"
"1419182","occ","","","196700","n. gen. Sinodipterus n. sp. beibei","species","377286","","Sinodipterus beibei","species","377286","Eifelian","","393.47","387.95","66927","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Sinodipterus","180"
"1419183","occ","","","196701","n. gen. Amadeodipterus n. sp. kencampbelli","species","377288","","Amadeodipterus kencampbelli","species","377288","Emsian","Eifelian","410.62","387.95","66930","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Amadeodipterus","19"
"1419186","occ","","","196702","Dipnoi indet.","order","90707","","Dipnoi","order","57668","Emsian","Eifelian","410.62","387.95","66930","Chordata","Osteichthyes","Dipnoi","","","19"
"1419191","occ","","","196703","n. gen. Rhinodipterus n. sp. stolbovi","species","377297","","Rhinodipterus stolbovi","species","377297","Middle Frasnian","","379","375.2","66933","Chordata","Osteichthyes","Dipnoi","Rhinodipteridae","Rhinodipterus","178"
"1419202","occ","","","196707","n. gen. Adelargo n. sp. schultzei","species","377315","","Adelargo schultzei","species","377315","Late Famennian","","365.2","358.86","66942","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Adelargo","177"
"1419203","occ","","","196708","n. gen. Howidipterus n. sp. donnae","species","377317","","Howidipterus donnae","species","377317","Late Givetian","","383.4","382.31","66943","Chordata","Osteichthyes","Dipteriformes","Dipteridae","Howidipterus","179"
"1419206","occ","","","196710","n. gen. Barwickia n. sp. downunda","species","377319","","Barwickia downunda","species","377319","Late Givetian","","383.4","382.31","66943","Chordata","Osteichthyes","Dipteriformes","Fleurantiidae","Barwickia","179"
"1419236","occ","","","196715","Dipnorhynchus n. sp. cathlesae","species","377353","","Dipnorhynchus cathlesae","species","377353","Emsian","","410.62","393.47","66954","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Dipnorhynchus","181"
"1419238","occ","","","196717","n. gen. Sorbitorhynchus n. sp. deleaskitus","species","377296","","Sorbitorhynchus deleaskitus","species","377296","Late Emsian","","399.5","393.47","66957","Chordata","Osteichthyes","Dipnorhynchiformes","Chirodipteridae","Sorbitorhynchus","181"
"1419239","occ","","","196718","Dipnorhynchus n. sp. kiandrensis","species","377358","","Dipnorhynchus kiandrensis","species","377358","Emsian","","410.62","393.47","66958","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Dipnorhynchus","181"
"1419310","occ","","","196744","n. gen. Sunwapta n. sp. grandiceps","species","377495","","Sunwapta grandiceps","species","377495","Late Devonian","","382.31","358.86","66991","Chordata","Osteichthyes","Dipnorhynchiformes","Chirodipteridae","Chirodipterus","56"
"1419311","occ","","","196745","n. gen. Stomiahykus n. sp. thlaodus","species","377496","","Stomiahykus thlaodus","species","377496","Emsian","Eifelian","410.62","387.95","66992","Chordata","Osteichthyes","Dipteriformes","Stomiahykidae","Stomiahykus","19"
"1419316","occ","","","196749","n. gen. Erikia n. sp. jarviki","species","377518","","Erikia jarviki","species","377518","Emsian","","410.62","393.47","66996","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Erikia","181"
"1419343","occ","","","196763","n. gen. Apatorhynchus n. sp. opistheretmus","species","377524","","Apatorhynchus opistheretmus","species","377524","Famennian","","372.15","358.86","67000","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Apatorhynchus","177"
"1419359","occ","","","196768","Dipnoi indet.","order","90707","","Dipnoi","order","57668","Famennian","","372.15","358.86","67000","Chordata","Osteichthyes","Dipnoi","","","177"
"1419360","occ","","","196769","Soederberghia groenlandica","species","372956","","Soederberghia groenlandica","species","372956","Famennian","","372.15","358.86","67000","Chordata","Osteichthyes","Dipteriformes","Rhynchodipteridae","Soederberghia","177"
"1419467","occ","","","196797","Dipnoi indet.","order","150281","","Dipnoi","order","57668","Famennian","","372.15","358.86","67000","Chordata","Osteichthyes","Dipnoi","","","177"
"1419469","occ","","","196799","n. gen. Ichnomylax n. sp. kurnai","species","377580","","Ichnomylax kurnai","species","377580","Pragian","Early Emsian","413.02","399.5","67018","Chordata","Osteichthyes","Dipnoi","Speonesydrionidae","Ichnomylax","58"
"1419660","occ","","","136090","n. gen. Adololopas n. sp. moyasmithae","species","377661","","Adololopas moyasmithae","species","377661","Frasnian","","382.31","372.15","67042","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Adololopas","178"
"1419690","occ","","","196859","Ctenodus n. sp. whiteropei","species","209443","species not entered","Ctenodus","genus","209443","Tournaisian","","358.86","346.7","66197","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ctenodus","55"
"1419691","occ","","","196860","Ctenodus n. sp. roberti","species","373041","","Ctenodus roberti","species","373041","Tournaisian","","358.86","346.7","66197","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ctenodus","55"
"1421088","occ","","","197258","n. gen. Dipnotuberculus n. sp. gnathodus","species","378416","","Dipnotuberculus gnathodus","species","378416","Givetian","","387.95","382.31","67227","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Dipnotuberculus","179"
"1421124","occ","","","179176","Scaumenacia curta","species","372950","","Scaumenacia curta","species","372950","Frasnian","","382.31","372.15","67240","Chordata","Osteichthyes","Dipteriformes","Phaneropleuridae","Scaumenacia","178"
"1421125","occ","","","179176","Fleurantia denticulata","species","372954","","Fleurantia denticulata","species","372954","Frasnian","","382.31","372.15","67240","Chordata","Osteichthyes","Dipteriformes","Rhynchodipteridae","Fleurantia","178"
"1424784","occ","","","153534","Uranolophus wyomingensis","species","372944","","Uranolophus wyomingensis","species","372944","Lochkovian","","419.62","413.02","67445","Chordata","Osteichthyes","Dipnorhynchiformes","Uranolophidae","Uranolophus","183"
"1429172","occ","","","67735","Gnathorhiza serrata","species","90710","","Gnathorhiza serrata","species","90710","Kungurian","","283.3","274.4","59144","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","148"
"1429173","occ","","","67735","Gnathorhiza dikeloda","species","120861","","Gnathorhiza dikeloda","species","120861","Kungurian","","283.3","274.4","59144","Chordata","Osteichthyes","Dipnoi","Gnathorhizidae","Gnathorhiza","148"
"1437163","occ","","","123008","Ptychoceratodus n. sp. cuyanus","species","372978","","Ptychoceratodus cuyanus","species","372978","Carnian","","237","227.3","66181","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","137"
"1438046","occ","35660","","77189","Ceratodus africanus","species","108906","recombined as","Neoceratodus africanus","species","108906","Late Aptian","","119.57","113.2","17065","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","119"
"1439472","occ","","","200947","n. gen. Limanichthys n. sp. fraseri","species","385938","","Limanichthys fraseri","species","385938","Tournaisian","","358.86","346.7","68857","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Limanichthys","55"
"1443772","occ","","","201604","Dipterus n. sp. johnsoni","species","386796","","Dipterus johnsoni","species","386796","Late Devonian","","382.31","358.86","68980","Chordata","Osteichthyes","Dipteriformes","Dipteridae","Dipterus","56"
"1443773","occ","","","201604","Conchodus n. sp. parvulus","species","386793","","Conchodus parvulus","species","386793","Late Devonian","","382.31","358.86","68980","Chordata","Osteichthyes","Dipteriformes","Dipteridae","Conchodus","56"
"1443775","occ","","","201606","Dipterus johnsoni","species","386796","","Dipterus johnsoni","species","386796","Late Devonian","","382.31","358.86","68980","Chordata","Osteichthyes","Dipteriformes","Dipteridae","Dipterus","56"
"1443830","occ","","","201619","Conchodus elkneri","species","386803","","Conchodus elkneri","species","386803","Late Devonian","","382.31","358.86","68987","Chordata","Osteichthyes","Dipteriformes","Dipteridae","Conchodus","56"
"1452739","occ","","","106357","Ceratodus n. sp. guilielmi","species","389126","","Ceratodus guilielmi","species","389126","Longobardian","","239.48","237","69415","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","138"
"1453485","occ","","","91635","Ceratodus cloacinus","species","389156","","Ceratodus cloacinus","species","389156","Rhaetian","","205.7","201.4","69454","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1453486","occ","","","91635","Ceratodus parvus","species","210021","","Ceratodus parvus","species","210021","Rhaetian","","205.7","201.4","69454","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1453487","occ","","","91635","Ceratodus trapezoides","species","389132","","Ceratodus trapezoides","species","389132","Rhaetian","","205.7","201.4","69454","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1453488","occ","","","91635","Ceratodus heteromorphus","species","440694","","Ceratodus heteromorphus","species","210030","Rhaetian","","205.7","201.4","69454","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","135"
"1456754","occ","","","203234","n. gen. Delatitia breviceps","species","391463","","Delatitia breviceps","species","391462","Tournaisian","","358.86","346.7","69703","Chordata","Osteichthyes","Ctenodontiformes","Ctenodontidae","Delatitia","55"
"1456846","occ","","","203259","Rhinodipterus n. sp. kimberleyensis","species","391611","","Rhinodipterus kimberleyensis","species","391611","Frasnian","","382.31","372.15","69705","Chordata","Osteichthyes","Dipnoi","Rhinodipteridae","Rhinodipterus","178"
"1456848","occ","","","203260","Dipnorhynchus n. sp. kurikae","species","391628","","Dipnorhynchus kurikae","species","391628","Zlichovian","","410.62","393.47","69706","Chordata","Osteichthyes","Dipnorhynchiformes","Dipnorhynchidae","Dipnorhynchus","181"
"1467142","occ","","","204918","cf. Ptychoceratodontidae indet.","family","57671","","Ptychoceratodontidae","family","57671","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","","2"
"1467214","occ","","","204924","cf. Ptychoceratodontidae indet.","family","57671","","Ptychoceratodontidae","family","57671","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","","2"
"1467262","occ","","","204936","cf. Ptychoceratodontidae indet.","family","57671","","Ptychoceratodontidae","family","57671","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","","2"
"1467724","occ","","","204979","cf. Ptychoceratodontidae indet.","family","57671","","Ptychoceratodontidae","family","57671","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","","2"
"1467807","occ","","","204990","cf. Ptychoceratodontidae indet.","family","57671","","Ptychoceratodontidae","family","57671","Late Tithonian","Early Berriasian","145.06","141","70302","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","","2"
"1486645","occ","","","48868","Ceratodus tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Maastrichtian","","72.2","66","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","112"
"1486646","occ","","","25193","Ceratodus n. sp. tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Early Berriasian","Late Valanginian","143.1","132.6","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1486647","occ","","","25356","Ceratodus tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Early Barremian","Early Cenomanian","125.77","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486648","occ","","","141305","Ceratodus tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Early Barremian","Early Cenomanian","125.77","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486649","occ","","","25192","Ceratodus pectinatus","species","321103","","Ceratodus pectinatus","species","321103","Early Albian","Early Cenomanian","113.2","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486650","occ","","","25137","Ceratodus pectinatus","species","321103","","Ceratodus pectinatus","species","321103","Early Berriasian","Late Albian","143.1","100.5","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1486675","occ","","","206853","Ceratodus africanus","species","108906","recombined as","Neoceratodus africanus","species","108906","Early Albian","Late Cenomanian","113.2","93.9","71151","Chordata","Osteichthyes","Dipnoi","Neoceratodontidae","Neoceratodus","14"
"1486680","occ","","","206854","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Maastrichtian","","72.2","66","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","112"
"1486697","occ","","","206857","Ceratodus tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Early Berriasian","Early Cenomanian","143.1","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486698","occ","","","206857","Ceratodus n. sp. protopteroides","species","400392","","Ceratodus protopteroides","species","400392","Early Berriasian","Early Cenomanian","143.1","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486699","occ","","","206857","Ceratodus humei","species","57230","","Ceratodus humei","species","57230","Early Berriasian","Early Cenomanian","143.1","93.9","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","14"
"1486702","occ","","","206859","Ceratodus tuberculatus","species","91692","","Ceratodus tuberculatus","species","91692","Early Cretaceous","","143.1","100.5","71151","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","40"
"1491817","occ","","","113555","Dipnoi indet.","order","57668","","Dipnoi","order","57668","Asselian","Sakmarian","298.9","290.1","71494","Chordata","Osteichthyes","Dipnoi","","","773"
"1494787","occ","","","207799","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Carnian","","237","227.3","71703","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","137"
"1511526","occ","","","210976","Atlantoceratodus iheringi","species","421997","","Atlantoceratodus iheringi","species","321108","Coniacian","","89.8","85.7","72842","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Atlantoceratodus","115"
"1511530","occ","","","210977","Atlantoceratodus iheringi","species","421997","","Atlantoceratodus iheringi","species","321108","Coniacian","","89.8","85.7","72842","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Atlantoceratodus","115"
"1515982","occ","","","211602","Ptychoceratodus donensis","species","194446","","Ptychoceratodus donensis","species","194445","Katian","","452.8","445.2","81860","Chordata","Osteichthyes","Dipnoi","Ptychoceratodontidae","Ptychoceratodus","1008"
"1530263","occ","","","207370","Soederberghia n. sp. simpsoni","species","427737","","Soederberghia simpsoni","species","427737","Famennian","","372.15","358.86","74087","Chordata","Osteichthyes","Dipteriformes","Rhynchodipteridae","Soederberghia","177"
"1535407","occ","","","215555","Sagenodus sp.","genus","137509","","Sagenodus","genus","137509","Virgilian","","303.7","298.9","74257","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","49"
"1540664","occ","","","99438","Metaceratodus baibanorum","species","430847","corrected to","Metaceratodus baibianorum","species","430847","Maastrichtian","","72.2","66","74922","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Metaceratodus","112"
"1540665","occ","","","216698","Metaceratodus n. sp. baibanorum","species","430847","corrected to","Metaceratodus baibianorum","species","430847","Maastrichtian","","72.2","66","74922","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Metaceratodus","112"
"1540666","occ","","","208435","Metaceratodus baibanorum","species","430847","corrected to","Metaceratodus baibianorum","species","430847","Maastrichtian","","72.2","66","74922","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Metaceratodus","112"
"1542377","occ","","","217021","Proceratodus sp.","genus","321061","","Proceratodus","genus","321061","Kasimovian","","307","303.7","75182","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Proceratodus","50"
"1544351","occ","","","217300","Ceratodus sp.","genus","54495","","Ceratodus","genus","54495","Early Triassic","","251.902","246.7","75481","Chordata","Osteichthyes","Dipnoi","Ceratodontidae","Ceratodus","46"
"1546708","occ","","","175248","Sagenodus ? sp.","genus","137509","","Sagenodus","genus","137509","Serpukhovian","Bashkirian","330.3","315.2","57209","Chordata","Osteichthyes","Dipnoi","Sagenodontidae","Sagenodus","18"
"1546712","occ","","","195788","cf. Ballagadus caustrimi","species","373046","","Ballagadus caustrimi","species","373046","Tournaisian","","358.86","346.7","75637","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ballagadus","55"
"1546715","occ","","","183474","cf. Ballagadus caustrimi","species","373046","","Ballagadus caustrimi","species","373046","Tournaisian","","358.86","346.7","75637","Chordata","Osteichthyes","Dipnoi","NO_FAMILY_SPECIFIED","Ballagadus","55"
