"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cx_int_no" 
"678409","occ","","","73189","Procarnites kokeni","species","169292","","Procarnites kokeni","species","169274","Olenekian","","251.2","247.2","24529","652"
"678410","occ","","","73189","Procarnites sp.","genus","14342","","Procarnites","genus","14342","Olenekian","","251.2","247.2","24529","652"
"678414","occ","","","73190","Paranannites sp.","genus","14297","","Paranannites","genus","14297","Olenekian","","251.2","247.2","24529","652"
"678415","occ","","","73190","Albanites triadicus","species","169645","","Albanites triadicus","species","169277","Olenekian","","251.2","247.2","24529","652"
"678418","occ","","","73192","Pseudosageceras sp.","genus","14367","","Pseudosageceras","genus","14367","Olenekian","","251.2","247.2","24529","652"
"678568","occ","","","73225","Pseudaspenites layeriformis","species","169619","","Pseudaspenites layeriformis","species","169618","Smithian","","251.2","248.9","24596","652"
"678569","occ","","","73228","Paranannites sp.","genus","14297","","Paranannites","genus","14297","Smithian","","251.2","248.9","24596","652"
"678570","occ","","","73229","Procarnites kokeni","species","169292","","Procarnites kokeni","species","169274","Spathian","","248.9","247.2","24596","652"
"678571","occ","","","73230","Otoceras sp.","genus","14276","","Otoceras","genus","14276","Induan","","251.902","251.2","24597","653"
"678572","occ","","","73231","Pseudosageceras sp.","genus","14367","","Pseudosageceras","genus","14367","Smithian","","251.2","248.9","24596","652"
"678573","occ","","","73231","Paranannites sp.","genus","14297","","Paranannites","genus","14297","Smithian","","251.2","248.9","24596","652"
"678574","occ","","","73231","Aspenites sp.","genus","14049","","Aspenites","genus","14049","Smithian","","251.2","248.9","24596","652"
"678575","occ","","","73232","Paratirolites sp.","genus","14312","","Paratirolites","genus","14312","Olenekian","","251.2","247.2","24597","652"
"678576","occ","","","73232","Stephanites sp.","genus","14406","","Stephanites","genus","14406","Olenekian","","251.2","247.2","24597","652"
"678577","occ","","","73233","Gyronites ? sp.","genus","14152","","Gyronites","genus","14152","Smithian","","251.2","248.9","24596","652"
"678578","occ","","","73233","Wyomingites sp.","genus","14456","","Wyomingites","genus","14456","Smithian","","251.2","248.9","24596","652"
"678579","occ","","","73233","Pseudaspidites cf. wheeleri","species","82451","","Pseudaspidites wheeleri","species","82451","Smithian","","251.2","248.9","24596","652"
"678580","occ","","","73233","Aspenites sp.","genus","14049","","Aspenites","genus","14049","Smithian","","251.2","248.9","24596","652"
"678581","occ","","","73233","Paranannites sp.","genus","14297","","Paranannites","genus","14297","Smithian","","251.2","248.9","24596","652"
"678582","occ","","","73234","Meekoceras cf. indoaustralicum","species","397492","recombined as","Prionolobus indoaustralicus","species","397492","Smithian","","251.2","248.9","24596","652"
"678583","occ","","","73235","Paranannites sp.","genus","14297","","Paranannites","genus","14297","Smithian","","251.2","248.9","24596","652"
"678584","occ","","","73241","Otoceras sp.","genus","14276","","Otoceras","genus","14276","Induan","","251.902","251.2","24597","653"
"678585","occ","","","73243","Paratirolites sp.","genus","14312","","Paratirolites","genus","14312","Olenekian","","251.2","247.2","24597","652"
"678586","occ","","","73243","Stephanites sp.","genus","14406","","Stephanites","genus","14406","Olenekian","","251.2","247.2","24597","652"
"678587","occ","","","73249","Flemingites cf. griesbachi","species","14135","species not entered","Flemingites","genus","14135","Smithian","","251.2","248.9","24596","652"
"678588","occ","","","73249","Hedenstroemia cf. himalayica","species","14159","species not entered","Hedenstroemia","genus","14159","Smithian","","251.2","248.9","24596","652"
"678592","occ","","","73222","Parakymatites discoides","species","265971","subjective synonym of","Mesohedenstroemia kwangsiana","species","169614","Induan","","251.902","251.2","24526","653"
"678593","occ","","","73211","Prionolobus sp.","genus","82362","","Prionolobus","genus","82362","Smithian","","251.2","248.9","24526","652"
"678595","occ","","","73211","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Smithian","","251.2","248.9","24526","652"
"678597","occ","","","73222","Rohillites sp. 1","species","149452","species not entered","Rohillites","genus","149452","Induan","","251.902","251.2","24526","653"
"678598","occ","","","73222","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Induan","","251.902","251.2","24526","653"
"678599","occ","","","73223","Proptychites cf. lawrencianus","species","188049","","Proptychites lawrencianus","species","188047","Induan","","251.902","251.2","24526","653"
"678600","occ","","","73252","Japonites subacutus","species","14187","species not entered","Japonites","genus","14187","Anisian","","247.2","242","24596","139"
"678601","occ","","","73224","Proptychites cf. lawrencianus","species","188049","","Proptychites lawrencianus","species","188047","Induan","","251.902","251.2","24526","653"
"678602","occ","","","73224","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Induan","","251.902","251.2","24526","653"
"678603","occ","","","73253","Procarnites kokeni","species","169292","","Procarnites kokeni","species","169274","Spathian","","248.9","247.2","24596","652"
"678604","occ","","","73212","Proptychites cf. lawrencianus","species","188049","","Proptychites lawrencianus","species","188047","Olenekian","","251.2","247.2","24526","652"
"678605","occ","","","73212","Parakymatites discoides","species","265971","subjective synonym of","Mesohedenstroemia kwangsiana","species","169614","Olenekian","","251.2","247.2","24526","652"
"678607","occ","","","73212","Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Olenekian","","251.2","247.2","24526","652"
"678608","occ","","","73245","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Olenekian","","251.2","247.2","24526","652"
"678610","occ","","","73245","Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Olenekian","","251.2","247.2","24526","652"
"678611","occ","","","73254","Hedenstroemia sp.","genus","14159","","Hedenstroemia","genus","14159","Smithian","","251.2","248.9","24596","652"
"678612","occ","","","73254","Aspenites sp.","genus","14049","","Aspenites","genus","14049","Smithian","","251.2","248.9","24596","652"
"678613","occ","","","73245","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678614","occ","","","73236","Parakymatites discoides","species","265971","subjective synonym of","Mesohedenstroemia kwangsiana","species","169614","Induan","Olenekian","251.902","247.2","24526","46"
"678616","occ","","","73236","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Induan","Olenekian","251.902","247.2","24526","46"
"678617","occ","","","73236","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Induan","Olenekian","251.902","247.2","24526","46"
"678618","occ","","","73236","Pseudaspenites muthianus","species","100757","species not entered","Pseudaspenites","genus","100757","Induan","Olenekian","251.902","247.2","24526","46"
"678619","occ","","","73236","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Induan","Olenekian","251.902","247.2","24526","46"
"678620","occ","","","73255","Ptychites cf. rectangularis","species","14377","species not entered","Ptychites","genus","14377","Anisian","Ladinian","247.2","237","24596","45"
"678621","occ","","","73255","Proarcestes sp.","genus","14340","","Proarcestes","genus","14340","Anisian","Ladinian","247.2","237","24596","45"
"678623","occ","","","73256","Parakymatites discoides","species","265971","subjective synonym of","Mesohedenstroemia kwangsiana","species","169614","Smithian","","251.2","248.9","24526","652"
"678625","occ","","","73256","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Smithian","","251.2","248.9","24526","652"
"678626","occ","","","73256","Flemingites griesbachi","species","14135","species not entered","Flemingites","genus","14135","Smithian","","251.2","248.9","24526","652"
"678627","occ","","","73256","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Smithian","","251.2","248.9","24526","652"
"678628","occ","","","73256","Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Smithian","","251.2","248.9","24526","652"
"678629","occ","","","73256","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Smithian","","251.2","248.9","24526","652"
"678630","occ","","","73246","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Olenekian","","251.2","247.2","24526","652"
"678631","occ","","","73246","Flemingites griesbachi","species","14135","species not entered","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678632","occ","","","73257","Ussuria sp.","genus","14444","","Ussuria","genus","14444","Smithian","","251.2","248.9","24596","652"
"678633","occ","","","73237","Rohillites rohilla","species","149452","species not entered","Rohillites","genus","149452","Smithian","","251.2","248.9","24526","652"
"678634","occ","","","73213","Rohillites sp. 2","species","149452","species not entered","Rohillites","genus","149452","Olenekian","","251.2","247.2","24526","652"
"678636","occ","","","73213","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678637","occ","","","73213","Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Olenekian","","251.2","247.2","24526","652"
"678638","occ","","","73213","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678639","occ","","","73258","Kashmirites ? cf. oyensi","species","14195","species not entered","Kashmirites","genus","14195","Smithian","","251.2","248.9","24596","652"
"678640","occ","","","73258","Submeekoceras sp.","genus","14415","","Submeekoceras","genus","14415","Smithian","","251.2","248.9","24596","652"
"678641","occ","","","73258","Owenites cf. koeneni","species","169443","","Owenites koeneni","species","169443","Smithian","","251.2","248.9","24596","652"
"678642","occ","","","73258","Owenites cf. egrediens","species","278550","subjective synonym of","Owenites koeneni","species","169443","Smithian","","251.2","248.9","24596","652"
"678643","occ","","","73258","Pseudosageceras sp.","genus","14367","","Pseudosageceras","genus","14367","Smithian","","251.2","248.9","24596","652"
"678646","occ","","","73216","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678647","occ","","","73216","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678648","occ","","","73259","Hedenstroemia sp.","genus","14159","","Hedenstroemia","genus","14159","Smithian","","251.2","248.9","24596","652"
"678650","occ","","","73217","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678651","occ","","","73217","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678653","occ","","","73218","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678654","occ","","","73218","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678655","occ","","","73218","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Olenekian","","251.2","247.2","24526","652"
"678656","occ","","","73218","cf. Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Olenekian","","251.2","247.2","24526","652"
"678657","occ","","","73218","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678658","occ","","","73218","Anaxenaspis sp.","genus","14022","","Anaxenaspis","genus","14022","Olenekian","","251.2","247.2","24526","652"
"678660","occ","","","73218","Pseudaspenites muthianus","species","100757","species not entered","Pseudaspenites","genus","100757","Olenekian","","251.2","247.2","24526","652"
"678661","occ","","","73218","Parahedenstroemia acuta","species","428062","","Parahedenstroemia acuta","species","428061","Olenekian","","251.2","247.2","24526","652"
"678662","occ","","","73247","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678665","occ","","","73261","Catenohalorites malayicus","species","278624","","Catenohalorites malayicus","species","278623","Alaunian","","216.7","213.2","24596","136"
"678666","occ","","","73261","Pinacoceras sp.","genus","14326","","Pinacoceras","genus","14326","Alaunian","","216.7","213.2","24596","136"
"678667","occ","","","73261","Leislingites welteri","species","278605","","Leislingites welteri","species","278604","Alaunian","","216.7","213.2","24596","136"
"678668","occ","","","73238","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678669","occ","","","73238","Anaxenaspis sp.","genus","14022","","Anaxenaspis","genus","14022","Olenekian","","251.2","247.2","24526","652"
"678670","occ","","","73238","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678672","occ","","","73251","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678673","occ","","","73251","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678674","occ","","","73251","Kashmirites kapila","species","169491","","Kashmirites kapila","species","169490","Olenekian","","251.2","247.2","24526","652"
"678675","occ","","","73251","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678676","occ","","","73251","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678677","occ","","","73240","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678678","occ","","","73219","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678679","occ","","","73219","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678680","occ","","","73219","Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678682","occ","","","73242","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678683","occ","","","73242","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Olenekian","","251.2","247.2","24526","652"
"678684","occ","","","73242","Anaxenaspis sp.","genus","14022","","Anaxenaspis","genus","14022","Olenekian","","251.2","247.2","24526","652"
"678685","occ","","","73242","Juvenites sp.","genus","14193","","Juvenites","genus","14193","Olenekian","","251.2","247.2","24526","652"
"678686","occ","","","73242","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678689","occ","","","73226","Juvenites sp.","genus","14193","","Juvenites","genus","14193","Olenekian","","251.2","247.2","24526","652"
"678693","occ","","","73244","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678694","occ","","","73244","cf. Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678695","occ","","","73244","Anaxenaspis sp.","genus","14022","","Anaxenaspis","genus","14022","Olenekian","","251.2","247.2","24526","652"
"678697","occ","","","73244","Parahedenstroemia acuta","species","428062","","Parahedenstroemia acuta","species","428061","Olenekian","","251.2","247.2","24526","652"
"678698","occ","","","73244","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678700","occ","","","73250","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678702","occ","","","73220","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678703","occ","","","73220","Euflemingites sp.","genus","14130","","Euflemingites","genus","14130","Olenekian","","251.2","247.2","24526","652"
"678704","occ","","","73220","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Olenekian","","251.2","247.2","24526","652"
"678705","occ","","","73220","cf. Kashmirites nivalis","species","260089","","Kashmirites nivalis","species","260088","Olenekian","","251.2","247.2","24526","652"
"678706","occ","","","73220","Pseudaspenites muthianus","species","100757","species not entered","Pseudaspenites","genus","100757","Olenekian","","251.2","247.2","24526","652"
"678707","occ","","","73220","Pseudohedenstroemia himalayica","species","169537","subjective synonym of, species not entered","Hedenstroemia","genus","14159","Olenekian","","251.2","247.2","24526","652"
"678711","occ","","","73239","Flemingites sp.","genus","14135","","Flemingites","genus","14135","Olenekian","","251.2","247.2","24526","652"
"678712","occ","","","73239","Juvenites sp.","genus","14193","","Juvenites","genus","14193","Olenekian","","251.2","247.2","24526","652"
"678717","occ","","","73227","Parahedenstroemia acuta","species","428062","","Parahedenstroemia acuta","species","428061","Olenekian","","251.2","247.2","24526","652"
"678811","occ","","","73270","Clionites pseudonodosus","species","251140","replaced by, species not entered","Clionitites","genus","14074","Norian","","227","208.5","23734","136"
"678812","occ","","","73270","Thisbites glaseri","species","14424","species not entered","Thisbites","genus","14424","Norian","","227","208.5","23734","136"
"678813","occ","","","73270","Discotropites sengeli","species","172792","","Discotropites sengeli","species","172791","Norian","","227","208.5","23734","136"
"678814","occ","","","73270","Discotropites cf. sandlingensis","species","172781","","Discotropites sandlingensis","species","172780","Norian","","227","208.5","23734","136"
"678816","occ","","","73270","Styrites collegialis","species","14412","species not entered","Styrites","genus","14412","Norian","","227","208.5","23734","136"
"678817","occ","","","73270","Arcestes decipiens","species","301760","","Arcestes decipiens","species","301760","Norian","","227","208.5","23734","136"
"678818","occ","","","73270","Arcestes cf. tacitus","species","301714","","Arcestes tacitus","species","301714","Norian","","227","208.5","23734","136"
"678819","occ","","","73270","Arcestes tomostomus","species","301716","","Arcestes tomostomus","species","301716","Norian","","227","208.5","23734","136"
"678820","occ","","","73270","Joannites cf. diffissus","species","302193","","Joannites diffissus","species","301681","Norian","","227","208.5","23734","136"
"678821","occ","","","73270","Cladiscites cf. neortus","species","302204","","Cladiscites neortus","species","301524","Norian","","227","208.5","23734","136"
"678822","occ","","","73270","Megaphyllites jarbas","species","278579","","Megaphyllites jarbas","species","269415","Norian","","227","208.5","23734","136"
"678823","occ","","","73270","Placites myophorus","species","302243","","Placites myophorus","species","301498","Norian","","227","208.5","23734","136"
"678824","occ","","","73270","Placites cf. placodes","species","302239","","Placites placodes","species","301497","Norian","","227","208.5","23734","136"
"678936","occ","","","73279","Rhabdoceras suessi","species","252331","","Rhabdoceras suessi","species","252331","Norian","","227","208.5","23734","136"
"682488","occ","","","73588","Kingoceras kingi","species","124555","","Kingoceras kingi","species","124555","Capitanian","","264.28","259.51","27545","145"
"682784","occ","","","73609","Otoceras latilobatum","species","362949","subjective synonym of","Otoceras woodwardi","species","188046","Griesbachian","","251.902","251.4","24679","653"
"685560","occ","","","73821","Araxoceratidae indet.","family","82317","","Araxoceratidae","family","82317","Wuchiapingian","","259.51","254.14","24748","716"
"685561","occ","","","73822","Konglingites sp.","genus","93310","","Konglingites","genus","93310","Wuchiapingian","","259.51","254.14","24748","716"
"685562","occ","","","73822","Jinjiangoceras sp.","genus","93311","","Jinjiangoceras","genus","93311","Wuchiapingian","","259.51","254.14","24748","716"
"685564","occ","","","73823","Tapashanites floriformis","species","171041","","Tapashanites floriformis","species","171041","Changhsingian","","254.14","251.902","24748","715"
"685565","occ","","","73823","Tapashanites chaotianensis","species","205157","","Tapashanites chaotianensis","species","205157","Changhsingian","","254.14","251.902","24748","715"
"685566","occ","","","73823","Tapashanites costatus","species","207801","","Tapashanites costatus","species","207801","Changhsingian","","254.14","251.902","24748","715"
"685567","occ","","","73823","Sinoceltites curvatus","species","171042","","Sinoceltites curvatus","species","171042","Changhsingian","","254.14","251.902","24748","715"
"685569","occ","","","73823","Pseudostephanites ? sp.","genus","93279","","Pseudostephanites","genus","93279","Changhsingian","","254.14","251.902","24748","715"
"685582","occ","","","73825","Tapashanites sp.","genus","14420","","Tapashanites","genus","14420","Changhsingian","","254.14","251.902","24748","715"
"685586","occ","","","73827","Tapashanites sp.","genus","14420","","Tapashanites","genus","14420","Changhsingian","","254.14","251.902","24748","715"
"685588","occ","","","73828","Pentagonoceras spp.","genus","14318","","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685589","occ","","","73828","Pleuronodoceras spp.","genus","14332","","Pleuronodoceras","genus","14332","Changhsingian","","254.14","251.902","24748","715"
"685591","occ","","","73829","Pentagonoceras spp.","genus","14318","","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685595","occ","","","73831","Pleuronodoceras spp.","genus","14332","","Pleuronodoceras","genus","14332","Changhsingian","","254.14","251.902","24748","715"
"685597","occ","","","73833","Pentagonoceras cf. chaotianense","species","207918","","Pentagonoceras chaotianense","species","207918","Changhsingian","","254.14","251.902","24748","715"
"685598","occ","","","73833","Pentagonoceras spp.","genus","14318","","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685599","occ","","","73833","Pleuronodoceras spp.","genus","14332","","Pleuronodoceras","genus","14332","Changhsingian","","254.14","251.902","24748","715"
"685603","occ","","","73836","Pentagonoceras spp.","genus","14318","","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685604","occ","","","73836","Pleuronodoceras spp.","genus","14332","","Pleuronodoceras","genus","14332","Changhsingian","","254.14","251.902","24748","715"
"685609","occ","","","73837","Pentagonoceras cf. guizhouensis","species","14318","species not entered","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685610","occ","","","73838","Pentagonoceras spp.","genus","14318","","Pentagonoceras","genus","14318","Changhsingian","","254.14","251.902","24748","715"
"685611","occ","","","73838","Pleuronodoceras tenuicostatum","species","207890","","Pleuronodoceras tenuicostatum","species","207890","Changhsingian","","254.14","251.902","24748","715"
"685612","occ","","","73838","Pleuronodoceras spp.","genus","14332","","Pleuronodoceras","genus","14332","Changhsingian","","254.14","251.902","24748","715"
"685613","occ","","","73838","Huananoceras sp.","genus","93272","","Huananoceras","genus","93272","Changhsingian","","254.14","251.902","24748","715"
"685614","occ","","","73838","Hypophiceras sp.","genus","82367","","Hypophiceras","genus","82367","Changhsingian","","254.14","251.902","24748","715"
"685620","occ","","","73841","Durvilleoceras woodmani","species","425272","","Durvilleoceras woodmani","species","425272","Wuchiapingian","Spathian","259.51","247.2","24750","751"
"687365","occ","","","73932","Choristoceras marshi","species","254406","","Choristoceras marshi","species","254406","Rhaetian","","208.5","201.4","24383","135"
"687367","occ","","","73932","Choristoceras aff. marshi","species","254406","","Choristoceras marshi","species","254406","Rhaetian","","208.5","201.4","24383","135"
"687368","occ","","","73932","Choristoceras cf. nobile","species","252350","","Choristoceras nobile","species","252350","Rhaetian","","208.5","201.4","24383","135"
"687370","occ","","","73933","Choristoceras nyalamense","species","254407","","Choristoceras nyalamense","species","254407","Hettangian","","201.4","199.5","24383","134"
"693576","occ","","","74731","Pseudotirolites sp.","genus","14371","","Pseudotirolites","genus","14371","Changhsingian","","254.14","251.902","25160","715"
"714487","occ","","","76607","Choristoceras marshi","species","254406","","Choristoceras marshi","species","254406","Rhaetian","","208.5","201.4","25881","135"
"714488","occ","","","76607","Arcestes nevadanus","species","265375","recombined as","Proarcestes nevadanus","species","265318","Rhaetian","","208.5","201.4","25881","135"
"714497","occ","","","76608","Arcestes gigantogaleatus","species","298145","","Arcestes gigantogaleatus","species","298145","Rhaetian","","208.5","201.4","25881","135"
"714499","occ","","","76608","Choristoceras crickmayi","species","252349","","Choristoceras crickmayi","species","252349","Rhaetian","","208.5","201.4","25881","135"
"714500","occ","","","76608","Choristoceras shoshonensis","species","298150","","Choristoceras shoshonensis","species","298150","Rhaetian","","208.5","201.4","25881","135"
"714505","occ","","","76609","Arcestes nevadanus","species","265375","recombined as","Proarcestes nevadanus","species","265318","Rhaetian","","208.5","201.4","25881","135"
"714517","occ","","","76610","Choristoceras crickmayi","species","252349","","Choristoceras crickmayi","species","252349","Rhaetian","","208.5","201.4","25881","135"
"714558","occ","","","76621","Choristoceras minutum","species","14071","species not entered","Choristoceras","genus","14071","Planorbis","","201.4","199.5","25881","134"
"761621","occ","","","81402","Discitoceras n. sp. bowdeni","species","124592","nomen dubium","Paraceltitidae","family","86643","Jurassic","","201.4","145","87786","15"
"761708","occ","","","81423","Paraceltites ? sp.","genus","14282","","Paraceltites","genus","14282","Roadian","","273.01","266.9","27433","717"
"762586","occ","","","81496","Balatonites ex gr. balatonicus","species","266484","","Balatonites balatonicus","species","266483","Pelsonian","","244.7","243.8","27456","139"
"762589","occ","","","81493","Acrochordiceras ex gr. carolinae","species","197615","","Acrochordiceras carolinae","species","197615","Pelsonian","","244.7","243.8","27456","139"
"762590","occ","","","81493","Sturia sansovinii","species","172620","","Sturia sansovinii","species","172619","Pelsonian","","244.7","243.8","27456","139"
"767970","occ","20747","","81987","Xenodiscus besairiei","species","128527","","Xenodiscus besairiei","species","128527","Wuchiapingian","","259.51","254.14","27417","716"
"767996","occ","","","81992","Paraceltites elegans","species","128560","","Paraceltites elegans","species","128560","Roadian","","273.01","266.9","27417","717"
"768246","occ","","","82066","Kingoceras kingi","species","124555","","Kingoceras kingi","species","124555","Wuchiapingian","","259.51","254.14","27545","716"
"768250","occ","","","82066","Xenodiscus wanneri","species","128751","","Xenodiscus wanneri","species","128751","Wuchiapingian","","259.51","254.14","27545","716"
"768251","occ","","","82067","Kingoceras kingi","species","124555","","Kingoceras kingi","species","124555","Wuchiapingian","","259.51","254.14","27545","716"
"768254","occ","","","82067","Xenodiscus wanneri","species","128751","","Xenodiscus wanneri","species","128751","Wuchiapingian","","259.51","254.14","27545","716"
"768256","occ","","","82067","Eoaraxoceras ruzhencevi","species","103998","","Eoaraxoceras ruzhencevi","species","103998","Wuchiapingian","","259.51","254.14","27545","716"
"768259","occ","","","82068","Kingoceras kingi","species","124555","","Kingoceras kingi","species","124555","Wuchiapingian","","259.51","254.14","27545","716"
"768261","occ","","","82068","Eoaraxoceras n. sp. ruzhencevi","species","103998","","Eoaraxoceras ruzhencevi","species","103998","Wuchiapingian","","259.51","254.14","27545","716"
"768262","occ","","","82068","Xenodiscus wanneri","species","128751","","Xenodiscus wanneri","species","128751","Wuchiapingian","","259.51","254.14","27545","716"
"788239","occ","","","85134","Himavatites ? cf. multiauritis","species","14164","species not entered","Himavatites","genus","14164","Norian","","227","208.5","28639","136"
"788240","occ","","","85134","Neohimavatites cf. canadensis","species","252097","","Neohimavatites canadensis","species","252096","Norian","","227","208.5","28639","136"
"788312","occ","","","85148","Projuvavites jaworskii","species","265130","","Projuvavites jaworskii","species","265129","Tuvalian","","233.4","227","28650","137"
"788313","occ","","","85148","Arcestes sp.","genus","14031","","Arcestes","genus","14031","Tuvalian","","233.4","227","28650","137"
"788314","occ","","","85148","Discotropites plinii","species","265109","","Discotropites plinii","species","265108","Tuvalian","","233.4","227","28650","137"
"788315","occ","","","85148","Barrandeites turbina","species","356861","","Barrandeites turbina","species","356860","Tuvalian","","233.4","227","28650","137"
"788327","occ","","","85150","Anatropites cf. spinosus","species","356811","","Anatropites spinosus","species","356810","Tuvalian","","233.4","227","28652","137"
"788328","occ","","","85150","Gonionotites cf. italicus","species","356853","","Gonionotites italicus","species","356853","Tuvalian","","233.4","227","28652","137"
"788329","occ","","","85150","Projuvavites sp.","genus","14348","","Projuvavites","genus","14348","Tuvalian","","233.4","227","28652","137"
"788330","occ","","","85150","Tropiceltites cf. ceciliae","species","14438","species not entered","Tropiceltites","genus","14438","Tuvalian","","233.4","227","28652","137"
"788331","occ","","","85150","Placites placodes","species","302239","","Placites placodes","species","301497","Tuvalian","","233.4","227","28652","137"
"788332","occ","","","85150","Eupinacoceras cf. rex","species","14132","species not entered","Eupinacoceras","genus","14132","Tuvalian","","233.4","227","28652","137"
"788333","occ","","","85150","Sphingites sp.","genus","14400","","Sphingites","genus","14400","Tuvalian","","233.4","227","28652","137"
"788334","occ","","","85150","Arcestes sp.","genus","14031","","Arcestes","genus","14031","Tuvalian","","233.4","227","28652","137"
"788340","occ","","","85151","Griesbachites medleyanus","species","356852","","Griesbachites medleyanus","species","356851","Lacian","","227","216.7","28652","136"
"788341","occ","","","85151","Gonionotites cf. waldthauseni","species","14144","species not entered","Gonionotites","genus","14144","Lacian","","227","216.7","28652","136"
"788342","occ","","","85151","Dimorphites sp.","genus","14095","","Dimorphites","genus","14095","Lacian","","227","216.7","28652","136"
