"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","cx_int_no" 
"1098920","occ","","","112778","Paracrochordiceras cf. americanum","species","199064","","Paracrochordiceras americanum","species","196085","Aegean","","247.2","245.5","44490","139"
"1098921","occ","","","112778","Paracrochordiceras mclearni","species","256416","","Paracrochordiceras mclearni","species","256416","Aegean","","247.2","245.5","44490","139"
"1098922","occ","","","112778","Paradanubites n. sp. crassicostatus","species","256418","","Paradanubites crassicostatus","species","256418","Aegean","","247.2","245.5","44490","139"
"1098923","occ","","","112778","Groenlandites n. sp. pridaense","species","256419","","Groenlandites pridaense","species","256419","Aegean","","247.2","245.5","44490","139"
"1098924","occ","","","112778","Grambergia sp.","genus","14145","","Grambergia","genus","14145","Aegean","","247.2","245.5","44490","139"
"1098925","occ","","","112778","Caucasites nicholsi","species","256423","","Caucasites nicholsi","species","256423","Aegean","","247.2","245.5","44490","139"
"1098926","occ","","","112778","Gymnites n. sp. billingsi","species","256424","","Gymnites billingsi","species","256424","Aegean","","247.2","245.5","44490","139"
"1098928","occ","","","112784","Paracrochordiceras n. sp. mclearni","species","256416","","Paracrochordiceras mclearni","species","256416","Aegean","","247.2","245.5","44490","139"
"1098929","occ","","","112784","Groenlandites pridaense","species","256419","","Groenlandites pridaense","species","256419","Aegean","","247.2","245.5","44490","139"
"1098930","occ","","","112784","Caucasites n. sp. nicholsi","species","256423","","Caucasites nicholsi","species","256423","Aegean","","247.2","245.5","44490","139"
"1098931","occ","","","112791","Silberlingites tregoi","species","256414","","Silberlingites tregoi","species","256414","Aegean","","247.2","245.5","44490","139"
"1098932","occ","","","112791","Groenlandites pridaense","species","256419","","Groenlandites pridaense","species","256419","Aegean","","247.2","245.5","44490","139"
"1098933","occ","","","112791","Grambergia sp.","genus","14145","","Grambergia","genus","14145","Aegean","","247.2","245.5","44490","139"
"1098934","occ","","","112791","Caucasites nicholsi","species","256423","","Caucasites nicholsi","species","256423","Aegean","","247.2","245.5","44490","139"
"1098936","occ","","","113688","Pseudokeyserlingites guexi","species","256411","","Pseudokeyserlingites guexi","species","256411","Aegean","","247.2","245.5","44490","139"
"1098937","occ","","","113688","Paracrochordiceras n. sp. silberlingi","species","256415","","Paracrochordiceras silberlingi","species","256415","Aegean","","247.2","245.5","44490","139"
"1098938","occ","","","113702","Stenopopanoceras sp.","genus","14405","","Stenopopanoceras","genus","14405","Aegean","","247.2","245.5","44490","139"
"1098939","occ","","","114114","Silberlingites tregoi","species","256414","","Silberlingites tregoi","species","256414","Aegean","","247.2","245.5","44490","139"
"1098940","occ","","","114114","Paracrochordiceras cf. americanum","species","199064","","Paracrochordiceras americanum","species","196085","Aegean","","247.2","245.5","44490","139"
"1098941","occ","","","114114","Caucasites nicholsi","species","256423","","Caucasites nicholsi","species","256423","Aegean","","247.2","245.5","44490","139"
"1098942","occ","","","114582","Paracrochordiceras cf. americanum","species","199064","","Paracrochordiceras americanum","species","196085","Aegean","","247.2","245.5","44490","139"
"1098943","occ","","","114582","Caucasites nicholsi","species","256423","","Caucasites nicholsi","species","256423","Aegean","","247.2","245.5","44490","139"
"1098944","occ","","","138816","Pseudokeyserlingites n. sp. guexi","species","256411","","Pseudokeyserlingites guexi","species","256411","Aegean","","247.2","245.5","44490","139"
"1098945","occ","","","138817","Paracrochordiceras sp.","genus","87018","","Paracrochordiceras","genus","87018","Aegean","","247.2","245.5","44490","139"
"1098946","occ","","","138817","Japonites n. sp. welteri","species","256421","","Japonites welteri","species","256421","Aegean","","247.2","245.5","44490","139"
"1098947","occ","","","138818","Pseudokeyserlingites guexi","species","256411","","Pseudokeyserlingites guexi","species","256411","Aegean","","247.2","245.5","44490","139"
"1098948","occ","","","138819","Japonites welteri","species","256421","","Japonites welteri","species","256421","Aegean","","247.2","245.5","44490","139"
"1100905","occ","","","139031","Amphipopanoceras selwyni","species","193865","","Amphipopanoceras selwyni","species","192984","Bithynian","","245.5","244.7","11541","139"
"1100906","occ","","","139031","Intornites intornatus","species","250361","","Intornites intornatus","species","250360","Bithynian","","245.5","244.7","11541","139"
"1100907","occ","","","139031","Czekanowskites pinguis","species","250368","","Czekanowskites pinguis","species","250367","Bithynian","","245.5","244.7","11541","139"
"1100908","occ","","","139031","Hollandites macconnelli","species","250394","","Hollandites macconnelli","species","250393","Bithynian","","245.5","244.7","11541","139"
"1100909","occ","","","139031","Anagymnotoceras varium","species","250398","","Anagymnotoceras varium","species","250397","Bithynian","","245.5","244.7","11541","139"
"1100910","occ","","","139031","Nicomedites moderatus","species","250880","","Nicomedites moderatus","species","250879","Bithynian","","245.5","244.7","11541","139"
"1100911","occ","","","139031","Intornites canadensis","species","250364","","Intornites canadensis","species","250363","Bithynian","","245.5","244.7","11541","139"
"1100912","occ","","","139032","Stenopopanoceras n. sp. celere","species","250316","","Stenopopanoceras celere","species","250316","Pelsonian","","244.7","243.8","11541","139"
"1100913","occ","","","139032","Amphipopanoceras selwyni","species","193865","","Amphipopanoceras selwyni","species","192984","Pelsonian","","244.7","243.8","11541","139"
"1100914","occ","","","139032","Amphipopanoceras inconstans","species","250318","recombined as","Parapopanoceras inconstans","species","181363","Pelsonian","","244.7","243.8","11541","139"
"1100915","occ","","","139032","Intornites n. sp. williamsi","species","250362","","Intornites williamsi","species","250362","Pelsonian","","244.7","243.8","11541","139"
"1100916","occ","","","139032","Hollandites minor","species","250395","","Hollandites minor","species","250395","Pelsonian","","244.7","243.8","11541","139"
"1100917","occ","","","139032","Hollandites spivaki","species","176854","recombined as","Anagymnotoceras spivaki","species","176854","Pelsonian","","244.7","243.8","11541","139"
"1100918","occ","","","139032","Anagymnotoceras wrighti","species","252380","","Anagymnotoceras wrighti","species","252379","Pelsonian","","244.7","243.8","11541","139"
"1100919","occ","","","139032","Nicomedites n. sp. arthaberi","species","250881","","Nicomedites arthaberi","species","250881","Pelsonian","","244.7","243.8","11541","139"
"1100920","occ","","","139032","Ptychites guloensis","species","250933","","Ptychites guloensis","species","250933","Pelsonian","","244.7","243.8","11541","139"
"1100921","occ","","","139032","Proarcestes sp.","genus","14340","","Proarcestes","genus","14340","Pelsonian","","244.7","243.8","11541","139"
"1100922","occ","","","139033","Amphipopanoceras tetsa","species","250320","","Amphipopanoceras tetsa","species","189876","Illyrian","","243.8","242","11541","139"
"1100923","occ","","","139033","Intornites canadensis","species","250364","","Intornites canadensis","species","250363","Illyrian","","243.8","242","11541","139"
"1100924","occ","","","139033","Eogymnotoceras deleeni","species","250885","","Eogymnotoceras deleeni","species","250884","Illyrian","","243.8","242","11541","139"
"1100926","occ","","","139034","Nassichukites n. sp. dimidiatus","species","252137","","Nassichukites dimidiatus","species","252137","Sevatian","","213.2","208.5","46258","136"
"1100927","occ","","","139034","Paraguembelites ludingtoni","species","252317","","Paraguembelites ludingtoni","species","252317","Sevatian","","213.2","208.5","11541","136"
"1100928","occ","","","139034","Paraguembelites n. sp. inflatus","species","252318","","Paraguembelites inflatus","species","252318","Sevatian","","213.2","208.5","11541","136"
"1100929","occ","","","139034","Gnomohalorites n. sp. cordilleranus","species","252320","","Gnomohalorites cordilleranus","species","252320","Sevatian","","213.2","208.5","46258","136"
"1100930","occ","","","139034","Metasibirites n. sp. columbianus","species","252322","","Metasibirites columbianus","species","252322","Sevatian","","213.2","208.5","46258","136"
"1100931","occ","","","139034","Rhabdoceras suessi","species","252331","","Rhabdoceras suessi","species","252331","Sevatian","","213.2","208.5","11541","136"
"1100932","occ","","","139034","Peripleurites roemeri","species","252337","","Peripleurites roemeri","species","252336","Sevatian","","213.2","208.5","11541","136"
"1100934","occ","","","139035","Pseudosirenites n. sp. bullatus","species","251136","","Pseudosirenites bullatus","species","251136","Alaunian","","216.7","213.2","11541","136"
"1100935","occ","","","139035","Neohimavatites peregrinus","species","252098","","Neohimavatites peregrinus","species","252098","Alaunian","","216.7","213.2","11541","136"
"1100936","occ","","","139035","Leislingites quadratus","species","252130","","Leislingites quadratus","species","252130","Alaunian","","216.7","213.2","11541","136"
"1100937","occ","","","139035","Leislingites politus","species","252132","","Leislingites politus","species","252132","Alaunian","","216.7","213.2","11541","136"
"1100938","occ","","","139035","Halorites sp.","genus","14155","","Halorites","genus","14155","Alaunian","","216.7","213.2","11541","136"
"1100939","occ","","","139036","Pseudosirenites bullatus","species","251136","","Pseudosirenites bullatus","species","251136","Alaunian","","216.7","213.2","11541","136"
"1100940","occ","","","139036","Leislingites n. sp. quadratus","species","252130","","Leislingites quadratus","species","252130","Alaunian","","216.7","213.2","11541","136"
"1100941","occ","","","139036","Leislingites n. sp. politus","species","252132","","Leislingites politus","species","252132","Alaunian","","216.7","213.2","11541","136"
"1100942","occ","","","139037","Alloclionites dieneri","species","251811","","Alloclionites dieneri","species","251811","Alaunian","","216.7","213.2","11541","136"
"1100943","occ","","","139037","Pseudothetidites brysonis","species","252128","","Pseudothetidites brysonis","species","252127","Alaunian","","216.7","213.2","11541","136"
"1100944","occ","","","139037","Leislingites quadratus","species","252130","","Leislingites quadratus","species","252130","Alaunian","","216.7","213.2","11541","136"
"1100945","occ","","","139038","Paragymnites symmetricus","species","250927","","Paragymnites symmetricus","species","250926","Sevatian","","213.2","208.5","11541","136"
"1100946","occ","","","139038","Sagenites sp.","genus","14385","","Sagenites","genus","14385","Sevatian","","213.2","208.5","11541","136"
"1100947","occ","","","139038","Paraguembelites n. sp. ludingtoni","species","252317","","Paraguembelites ludingtoni","species","252317","Sevatian","","213.2","208.5","46258","136"
"1100948","occ","","","139038","Paraguembelites inflatus","species","252318","","Paraguembelites inflatus","species","252318","Sevatian","","213.2","208.5","11541","136"
"1100949","occ","","","139038","Rhabdoceras suessi","species","252331","","Rhabdoceras suessi","species","252331","Sevatian","","213.2","208.5","11541","136"
"1100950","occ","","","139039","Neohimavatites canadensis","species","252097","","Neohimavatites canadensis","species","252096","Alaunian","","216.7","213.2","46259","136"
"1100951","occ","","","139039","Parajuvavites canadensis","species","252315","","Parajuvavites canadensis","species","252315","Alaunian","","216.7","213.2","11541","136"
"1100952","occ","","","139040","Malayites dawsoni","species","252266","","Malayites dawsoni","species","252266","Lacian","","227","216.7","11541","136"
"1100953","occ","","","139041","Anolcites impolitus","species","251020","","Anolcites impolitus","species","251020","Longobardian","","239.7","237","11541","138"
"1100954","occ","","","139042","Indigirites boehmi","species","250952","subjective synonym of","Indigirites krugi","species","190866","Longobardian","","239.7","237","11541","138"
"1100955","occ","","","139042","Indoceltites n. sp. transiens","species","250962","","Indoceltites transiens","species","250962","Longobardian","","239.7","237","11541","138"
"1100956","occ","","","139043","Hoplotropites auctus","species","252169","","Hoplotropites auctus","species","252168","Tuvalian","","233.4","227","11541","137"
"1100957","occ","","","139043","Goniojuvavites kellyi","species","252230","","Goniojuvavites kellyi","species","252229","Tuvalian","","233.4","227","11541","137"
"1100958","occ","","","139044","Striatosirenites striatofalcatus","species","251066","","Striatosirenites striatofalcatus","species","251065","Julian","","237","233.4","11541","137"
"1100959","occ","","","139045","Nathorstites macconnelli","species","250954","","Nathorstites macconnelli","species","190867","Julian","","237","233.4","11541","137"
"1100960","occ","","","139045","n. gen. Zestoceras n. sp. cerastes","species","251029","subjective synonym of","Zestoceras barwicki","species","264248","Julian","","237","233.4","11541","137"
"1100961","occ","","","139045","Daxatina canadensis","species","251053","","Daxatina canadensis","species","251052","Julian","","237","233.4","11541","137"
"1100962","occ","","","139046","Zestoceras n. sp. enode","species","251031","","Zestoceras enode","species","251030","Julian","","237","233.4","11541","137"
"1100963","occ","","","139046","Lobites ellipticus","species","252141","","Lobites ellipticus","species","252140","Julian","","237","233.4","11541","137"
"1100964","occ","","","139047","Homerites semiglobosus","species","252159","","Homerites semiglobosus","species","252158","Tuvalian","","233.4","227","11541","137"
"1100965","occ","","","139047","Bacchites hyatti","species","252223","","Bacchites hyatti","species","252222","Tuvalian","","233.4","227","11541","137"
"1100966","occ","","","139048","Azarianites bufonis","species","250355","","Azarianites bufonis","species","250354","Aegean","","247.2","245.5","11541","139"
"1100968","occ","","","139049","Groenlandites canadensis","species","250337","","Groenlandites canadensis","species","250337","Aegean","","247.2","245.5","11541","139"
"1100969","occ","","","139049","Lenotropites tardus","species","224542","","Lenotropites tardus","species","224542","Aegean","","247.2","245.5","11541","139"
"1100970","occ","","","139049","Grambergia tetsaensis","species","189222","","Grambergia tetsaensis","species","189222","Aegean","","247.2","245.5","11541","139"
"1100971","occ","","","139049","Grambergia mackenzii","species","250350","","Grambergia mackenzii","species","250349","Aegean","","247.2","245.5","11541","139"
"1100973","occ","","","139050","Lenotropites caurus","species","181644","","Lenotropites caurus","species","181643","Aegean","","247.2","245.5","11541","139"
"1100974","occ","","","139051","Amphipopanoceras selwyni","species","193865","","Amphipopanoceras selwyni","species","192984","Bithynian","","245.5","244.7","11541","139"
"1100975","occ","","","139051","Intornites intornatus","species","250361","","Intornites intornatus","species","250360","Bithynian","","245.5","244.7","11541","139"
"1100976","occ","","","139051","Anagymnotoceras varium","species","250398","","Anagymnotoceras varium","species","250397","Bithynian","","245.5","244.7","11541","139"
"1100977","occ","","","139052","Amphipopanoceras tetsa","species","250320","","Amphipopanoceras tetsa","species","189876","Illyrian","","243.8","242","11541","139"
"1100978","occ","","","139052","Intornites canadensis","species","250364","","Intornites canadensis","species","250363","Illyrian","","243.8","242","11541","139"
"1100979","occ","","","139052","Eogymnotoceras liardense","species","250887","","Eogymnotoceras liardense","species","250886","Illyrian","","243.8","242","11541","139"
"1100980","occ","","","139052","Gymnotoceras n. sp. smithi","species","198852","subjective synonym of","Gymnotoceras rotelliformis","species","181690","Illyrian","","243.8","242","11541","139"
"1100981","occ","","","139052","Tropigymnites n. sp. haueri","species","250917","","Tropigymnites haueri","species","250917","Illyrian","","243.8","242","11541","139"
"1100983","occ","","","139053","Parapopanoceras ? torelli","species","250325","","Parapopanoceras torelli","species","250324","Illyrian","","243.8","242","11541","139"
"1100984","occ","","","139053","Longobardites murrayensis","species","250365","","Longobardites murrayensis","species","250365","Illyrian","","243.8","242","11541","139"
"1100985","occ","","","139053","Frechites chischa","species","250889","","Frechites chischa","species","250888","Illyrian","","243.8","242","11541","139"
"1100986","occ","","","139053","Pleurofrechites subsidens","species","250898","","Pleurofrechites subsidens","species","250898","Illyrian","","243.8","242","11541","139"
"1100987","occ","","","139053","Tozerites polygyratus","species","250948","","Tozerites polygyratus","species","250947","Illyrian","","243.8","242","11541","139"
"1100988","occ","","","139054","Intornites canadensis","species","250364","","Intornites canadensis","species","250363","Illyrian","","243.8","242","11541","139"
"1100989","occ","","","139054","Eogymnotoceras liardense","species","250887","","Eogymnotoceras liardense","species","250886","Illyrian","","243.8","242","11541","139"
"1100991","occ","","","139055","Groenlandites n. sp. canadensis","species","250337","","Groenlandites canadensis","species","250337","Aegean","","247.2","245.5","11541","139"
"1100992","occ","","","139055","Lenotropites tardus","species","224542","","Lenotropites tardus","species","224542","Aegean","","247.2","245.5","11541","139"
"1100993","occ","","","139055","Grambergia tetsaensis","species","189222","","Grambergia tetsaensis","species","189222","Aegean","","247.2","245.5","11541","139"
"1100994","occ","","","139056","Lenotropites caurus","species","181644","","Lenotropites caurus","species","181643","Aegean","","247.2","245.5","11541","139"
"1100995","occ","","","139056","Grambergia mackenzii","species","250350","","Grambergia mackenzii","species","250349","Aegean","","247.2","245.5","11541","139"
"1100996","occ","","","139056","Discogymnites hollandi","species","250922","","Discogymnites hollandi","species","224547","Aegean","","247.2","245.5","11541","139"
"1100997","occ","","","139057","Lenotropites caurus","species","181644","","Lenotropites caurus","species","181643","Aegean","","247.2","245.5","11541","139"
"1100998","occ","","","139058","Stenopopanoceras n. sp. angulatum","species","250314","","Stenopopanoceras angulatum","species","250314","Bithynian","","245.5","244.7","11541","139"
"1100999","occ","","","139058","Intornites intornatus","species","250361","","Intornites intornatus","species","250360","Bithynian","","245.5","244.7","11541","139"
"1101000","occ","","","139058","Hollandites dieneri","species","250391","","Hollandites dieneri","species","250391","Bithynian","","245.5","244.7","11541","139"
"1101001","occ","","","139058","Buddhaites hagei","species","252381","","Buddhaites hagei","species","250924","Bithynian","","245.5","244.7","11541","139"
"1101002","occ","","","139059","Amphipopanoceras selwyni","species","193865","","Amphipopanoceras selwyni","species","192984","Bithynian","","245.5","244.7","11541","139"
"1101003","occ","","","139059","Intornites intornatus","species","250361","","Intornites intornatus","species","250360","Bithynian","","245.5","244.7","11541","139"
"1101004","occ","","","139059","Tetsaoceras hayesi","species","181558","","Tetsaoceras hayesi","species","181555","Bithynian","","245.5","244.7","11541","139"
"1101005","occ","","","139059","Anagymnotoceras varium","species","250398","","Anagymnotoceras varium","species","250397","Bithynian","","245.5","244.7","11541","139"
"1101010","occ","","","139061","Kashmirites cf. nivalis","species","260089","","Kashmirites nivalis","species","260088","Smithian","","251.2","248.9","44696","652"
"1101011","occ","","","139062","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Smithian","","251.2","248.9","44696","652"
"1101012","occ","","","139063","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Smithian","","251.2","248.9","44696","652"
"1101013","occ","","","139064","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Smithian","","251.2","248.9","44696","652"
"1101014","occ","","","139065","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Smithian","","251.2","248.9","44696","652"
"1101015","occ","","","139066","Kashmirites sp.","genus","14195","","Kashmirites","genus","14195","Smithian","","251.2","248.9","44696","652"
"1101017","occ","","","139067","Kashmirites baidi","species","234394","","Kashmirites baidi","species","234394","Smithian","","251.2","248.9","44696","652"
"1101018","occ","","","139068","Pseudoceltites multiplicatus","species","169832","","Pseudoceltites multiplicatus","species","169831","Smithian","","251.2","248.9","44696","652"
"1101019","occ","","","139069","Pseudoceltites multiplicatus","species","169832","","Pseudoceltites multiplicatus","species","169831","Smithian","","251.2","248.9","44696","652"
"1101020","occ","","","139070","Pseudoceltites ? cf. normalis","species","260090","","Pseudoceltites normalis","species","189888","Smithian","","251.2","248.9","44696","652"
"1101021","occ","","","139071","Nyalamites angustecostatus","species","169842","","Nyalamites angustecostatus","species","169493","Smithian","","251.2","248.9","44696","652"
"1101022","occ","","","139070","Nyalamites angustecostatus","species","169842","","Nyalamites angustecostatus","species","169493","Smithian","","251.2","248.9","44696","652"
"1101023","occ","","","139072","Nyalamites angustecostatus","species","169842","","Nyalamites angustecostatus","species","169493","Smithian","","251.2","248.9","44696","652"
"1101024","occ","","","139073","Xenoceltites cf. variocostatus","species","169499","","Xenoceltites variocostatus","species","169499","Smithian","","251.2","248.9","44696","652"
"1101025","occ","","","139074","Xenoceltites cf. variocostatus","species","169499","","Xenoceltites variocostatus","species","169499","Smithian","","251.2","248.9","44696","652"
"1101026","occ","","","139074","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101027","occ","","","139075","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101028","occ","","","139076","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101029","occ","","","139077","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101030","occ","","","139078","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101031","occ","","","139079","Glyptophiceras sinuatum","species","169836","","Glyptophiceras sinuatum","species","169833","Smithian","","251.2","248.9","44696","652"
"1101032","occ","","","139080","Koiloceras romanoi","species","258608","","Koiloceras romanoi","species","258608","Smithian","","251.2","248.9","44696","652"
"1101033","occ","","","139081","Koiloceras romanoi","species","258608","","Koiloceras romanoi","species","258608","Smithian","","251.2","248.9","44696","652"
"1101034","occ","","","139082","Mudiceras planissimum","species","176956","subjective synonym of","Ambites atavus","species","176937","Smithian","","251.2","248.9","44696","652"
"1101035","occ","","","139080","Kingites ? parkashi","species","176963","subjective synonym of","Kingites korni","species","176962","Smithian","","251.2","248.9","44696","652"
"1101038","occ","","","139083","Radioceras evolvens","species","260092","","Radioceras evolvens","species","260091","Smithian","","251.2","248.9","44696","652"
"1101039","occ","","","139084","Radioceras evolvens","species","260092","","Radioceras evolvens","species","260091","Smithian","","251.2","248.9","44696","652"
"1101040","occ","","","139085","Radioceras evolvens","species","260092","","Radioceras evolvens","species","260091","Smithian","","251.2","248.9","44696","652"
"1101041","occ","","","139086","Radioceras evolvens","species","260092","","Radioceras evolvens","species","260091","Smithian","","251.2","248.9","44696","652"
"1101042","occ","","","139087","Radioceras evolvens","species","260092","","Radioceras evolvens","species","260091","Smithian","","251.2","248.9","44696","652"
"1101043","occ","","","139080","Radioceras cf. kraffti","species","176952","recombined as","Pashtunites kraffti","species","166271","Smithian","","251.2","248.9","44696","652"
"1101053","occ","","","139081","Radioceras cf. kraffti","species","176952","recombined as","Pashtunites kraffti","species","166271","Smithian","","251.2","248.9","44696","652"
"1101054","occ","","","139082","Radioceras cf. kraffti","species","176952","recombined as","Pashtunites kraffti","species","166271","Smithian","","251.2","248.9","44696","652"
"1101056","occ","","","139097","Nicomedites moderatus","species","250880","","Nicomedites moderatus","species","250879","Bithynian","","245.5","244.7","11541","139"
"1101057","occ","","","139098","Hollandites n. sp. dieneri","species","250391","","Hollandites dieneri","species","250391","Bithynian","","245.5","244.7","11541","139"
"1101058","occ","","","139098","Buddhaites hagei","species","252381","","Buddhaites hagei","species","250924","Bithynian","","245.5","244.7","11541","139"
"1101059","occ","","","139099","Pearylandites n. sp. peregrinus","species","250340","","Pearylandites peregrinus","species","250340","Aegean","Bithynian","247.2","244.7","11541","139"
"1101060","occ","","","139099","Grambergia mackenzii","species","250350","","Grambergia mackenzii","species","250349","Aegean","Bithynian","247.2","244.7","11541","139"
"1101062","occ","","","139099","Japonites n. sp. wrighti","species","250915","","Japonites wrighti","species","250915","Aegean","Bithynian","247.2","244.7","11541","139"
"1101063","occ","","","139099","Discogymnites hollandi","species","250922","","Discogymnites hollandi","species","224547","Aegean","Bithynian","247.2","244.7","11541","139"
"1101064","occ","","","139100","Groenlandites n. sp. amplus","species","250339","","Groenlandites amplus","species","250339","Aegean","","247.2","245.5","11541","139"
"1101065","occ","","","139100","Grambergia mackenzii","species","250350","","Grambergia mackenzii","species","250349","Aegean","","247.2","245.5","11541","139"
"1101066","occ","","","139101","Lenotropites tardus","species","224542","","Lenotropites tardus","species","224542","Aegean","","247.2","245.5","11541","139"
"1101067","occ","","","139102","Protrachyceras sikanianum","species","250968","","Protrachyceras sikanianum","species","250967","Longobardian","","239.7","237","11541","138"
"1101068","occ","","","139102","Meginoceras tetsa","species","250980","","Meginoceras tetsa","species","250979","Longobardian","","239.7","237","11541","138"
"1101069","occ","","","139102","Silenticeras bamberi","species","250990","","Silenticeras bamberi","species","250990","Longobardian","","239.7","237","11541","138"
"1101070","occ","","","139102","Lobites pacianus","species","252139","","Lobites pacianus","species","252139","Longobardian","","239.7","237","11541","138"
"1101071","occ","","","139103","Indigirites freboldi","species","250950","recombined as","Tsvetkovites freboldi","species","250950","Ladinian","","242","237","11541","138"
"1101072","occ","","","139104","Tuchodiceras poseidon","species","250902","","Tuchodiceras poseidon","species","250901","Ladinian","","242","237","11541","138"
"1101073","occ","","","139105","Eonathorstites n. sp. dieneri","species","250949","","Eonathorstites dieneri","species","250949","Ladinian","","242","237","11541","138"
"1101074","occ","","","139105","Ptychites hamatus","species","250939","","Ptychites hamatus","species","250939","Ladinian","","242","237","11541","138"
"1101075","occ","","","139105","Protrachyceras sikanianum","species","250968","","Protrachyceras sikanianum","species","250967","Ladinian","","242","237","11541","138"
"1101078","occ","","","139107","Indigirites boehmi","species","250952","subjective synonym of","Indigirites krugi","species","190866","Longobardian","","239.7","237","11541","138"
"1101079","occ","","","139107","Drumoceras n. sp. anodosum","species","250964","","Drumoceras anodosum","species","250964","Longobardian","","239.7","237","11541","138"
"1101080","occ","","","139108","Indigirites boehmi","species","250952","subjective synonym of","Indigirites krugi","species","190866","Longobardian","","239.7","237","11541","138"
"1101081","occ","","","139108","Meginoceras meginae","species","250983","","Meginoceras meginae","species","250982","Longobardian","","239.7","237","11541","138"
"1101082","occ","","","139108","Drumoceras tuberculatum","species","250963","","Drumoceras tuberculatum","species","250963","Longobardian","","239.7","237","11541","138"
"1101083","occ","","","139109","Indigirites boehmi","species","250952","subjective synonym of","Indigirites krugi","species","190866","Longobardian","","239.7","237","11541","138"
"1101084","occ","","","139109","Meginoceras aylardi","species","250985","","Meginoceras aylardi","species","250984","Longobardian","","239.7","237","11541","138"
"1101085","occ","","","139110","Indigirites boehmi","species","250952","subjective synonym of","Indigirites krugi","species","190866","Longobardian","","239.7","237","11541","138"
"1101086","occ","","","139110","Drumoceras n. sp. tuberculatum","species","250963","","Drumoceras tuberculatum","species","250963","Longobardian","","239.7","237","11541","138"
"1101087","occ","","","139111","Meginoceras triviale","species","250978","","Meginoceras triviale","species","250978","Longobardian","","239.7","237","11541","138"
"1101088","occ","","","139112","Nathorstites macconnelli","species","250954","","Nathorstites macconnelli","species","190867","Julian","","237","233.4","11541","137"
"1101089","occ","","","139113","Nathorstites macconnelli","species","250954","","Nathorstites macconnelli","species","190867","Julian","","237","233.4","11541","137"
"1101090","occ","","","139113","Frankites sutherlandi","species","251050","","Frankites sutherlandi","species","251049","Julian","","237","233.4","11541","137"
"1101091","occ","","","139114","Nathorstites macconnelli","species","250954","","Nathorstites macconnelli","species","190867","Julian","","237","233.4","11541","137"
"1101092","occ","","","139115","Mesohimavatites columbianus","species","252094","","Mesohimavatites columbianus","species","252093","Alaunian","","216.7","213.2","11541","136"
"1101093","occ","","","139116","Alloclionites n. sp. jeanneti","species","251812","","Alloclionites jeanneti","species","251812","Alaunian","","216.7","213.2","11541","136"
"1101094","occ","","","139116","Episculites n. sp. wrighti","species","252306","","Episculites wrighti","species","252306","Alaunian","","216.7","213.2","11541","136"
"1101095","occ","","","139117","Neohimavatites n. sp. peregrinus","species","252098","","Neohimavatites peregrinus","species","252098","Alaunian","","216.7","213.2","11541","136"
"1101096","occ","","","139117","Leislingites quadratus","species","252130","","Leislingites quadratus","species","252130","Alaunian","","216.7","213.2","11541","136"
"1101097","occ","","","139118","Dimorphotoceras caurinum","species","252050","","Dimorphotoceras caurinum","species","252049","Lacian","","227","216.7","11541","136"
"1101098","occ","","","139118","Dimorphotoceras ursinum","species","252055","","Dimorphotoceras ursinum","species","252055","Lacian","","227","216.7","11541","136"
"1101099","occ","","","139118","Indojuvavites n. sp. falcatus","species","252284","","Indojuvavites falcatus","species","252284","Lacian","","227","216.7","11541","136"
"1101100","occ","","","139118","Juvavites magnus","species","252288","","Juvavites magnus","species","252288","Lacian","","227","216.7","11541","136"
"1101101","occ","","","139118","Juvavites concretus","species","252289","","Juvavites concretus","species","252289","Lacian","","227","216.7","11541","136"
"1101102","occ","","","139118","Juvavites biornatus","species","252290","","Juvavites biornatus","species","252290","Lacian","","227","216.7","11541","136"
"1101103","occ","","","139118","Juvavites n. sp. levigatus","species","252291","","Juvavites levigatus","species","252291","Lacian","","227","216.7","11541","136"
"1101104","occ","","","139119","Parajuvavites n. sp. canadensis","species","252315","","Parajuvavites canadensis","species","252315","Alaunian","","216.7","213.2","11541","136"
"1101105","occ","","","139120","Pseudosirenites bullatus","species","251136","","Pseudosirenites bullatus","species","251136","Alaunian","","216.7","213.2","11541","136"
"1101106","occ","","","139120","Neohimavatites canadensis","species","252097","","Neohimavatites canadensis","species","252096","Alaunian","","216.7","213.2","11541","136"
